차량 구분,국가명,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도,기후대,차량 구분 분류,총수출량,차종,GDP
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Sportage,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Sportage(KX5),29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Stinger,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Stonic,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Syros,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Tasman,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Tasman (CKD),29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Telluride,29.17
총합,US,34104.0,30330.0,32612.0,29348.0,28763.0,26013.0,27236.0,22619.0,20969.0,24763.0,33951.0,30925.0,2023,온대,일반 차량,341633.0,Zhipao,29.17
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bongo,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bongo (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bongo / Frontier,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bongo EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bus,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Bus (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Carens MPV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Carens MPV EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Carnival,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Carnival (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Carnival / Sedona,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Cee'd,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Cee'd CUV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV2,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV3,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV4,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV5,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV6,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,EV9,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Forte,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,K3,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,K3 (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,K4,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,K5 / Optima,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,"K7, K8 / Cadenza",2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,"K7,8 / Cadenza",2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,K9,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,KX1,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,KX3,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,KX3 / Seltos,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,KX5 / Sportage,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,KX7,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Millitary,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Millitary (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Mohave / Borrego,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Morning / Picanto,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,New Carens,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Niro,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Niro EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Niro Plus,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Niro Plus EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Optima / K5,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,PV5,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Pegas,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Pride / Rio,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Pride / Rio (FB),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Pride / Rio (SC),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Ray,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Ray EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Seltos,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Seltos (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Sonet,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Sorento,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Sorento (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Soul,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Soul (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Soul EV,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Sportage,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Sportage(KX5),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Stinger,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Stonic,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Syros,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Tasman,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Tasman (CKD),2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Telluride,2.14
승용차,Canada,94.0,173.0,28.0,229.0,48.0,41.0,40.0,27.0,48.0,5.0,43.0,57.0,2023,한랭,일반 차량,833.0,Zhipao,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bongo,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bongo (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bongo / Frontier,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bongo EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bus,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Bus (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Carens MPV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Carens MPV EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Carnival,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Carnival (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Carnival / Sedona,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Cee'd,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Cee'd CUV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV2,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV3,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV4,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV5,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV6,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,EV9,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Forte,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,K3,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,K3 (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,K4,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,K5 / Optima,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,"K7, K8 / Cadenza",2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,"K7,8 / Cadenza",2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,K9,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,KX1,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,KX3,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,KX3 / Seltos,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,KX5 / Sportage,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,KX7,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Millitary,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Millitary (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Mohave / Borrego,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Morning / Picanto,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,New Carens,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Niro,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Niro EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Niro Plus,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Niro Plus EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Optima / K5,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,PV5,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Pegas,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Pride / Rio,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Pride / Rio (FB),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Pride / Rio (SC),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Ray,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Ray EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Seltos,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Seltos (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Sonet,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Sorento,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Sorento (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Soul,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Soul (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Soul EV,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Sportage,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Sportage(KX5),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Stinger,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Stonic,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Syros,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Tasman,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Tasman (CKD),2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Telluride,2.14
휴양용 차량,Canada,5864.0,6644.0,5677.0,5587.0,5508.0,5018.0,5029.0,4164.0,4612.0,4547.0,6225.0,5272.0,2023,한랭,일반 차량,64147.0,Zhipao,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bongo,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bongo (CKD),2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bongo / Frontier,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bongo EV,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bus,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Bus (CKD),2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Carens MPV,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Carens MPV EV,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Carnival,2.14
상업용 차량,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,한랭,일반 차량,0.0,Carnival (CKD),2.14
