국가,차량 모델,연도,월,판매량,날짜,브랜드,카테고리
서유럽,Cee'd,2024,8,5441,2024-08-01,기아,기타
서유럽,Cee'd CUV,2023,8,1922,2023-08-01,기아,SUV
서유럽,Cee'd CUV,2024,8,1922,2024-08-01,기아,SUV
서유럽,EV3,2024,8,5006,2024-08-01,기아,SUV
서유럽,EV6,2023,8,1464,2023-08-01,기아,SUV
서유럽,EV6,2024,8,1464,2024-08-01,기아,SUV
서유럽,EV6,2023,8,1464,2023-08-01,기아,SUV
서유럽,EV9,2024,8,778,2024-08-01,기아,SUV
서유럽,EV9,2024,8,778,2024-08-01,기아,SUV
서유럽,EV9,2023,8,778,2023-08-01,기아,SUV
서유럽,EV9,2024,8,778,2024-08-01,기아,SUV
서유럽,Morning / Picanto,2024,8,4726,2024-08-01,기아,경차
서유럽,Morning / Picanto,2023,8,4726,2023-08-01,기아,경차
서유럽,Morning / Picanto,2024,8,4726,2024-08-01,기아,경차
서유럽,Morning / Picanto,2023,8,4726,2023-08-01,기아,경차
서유럽,Niro,2023,8,3089,2023-08-01,기아,SUV
서유럽,Niro,2024,8,3089,2024-08-01,기아,SUV
서유럽,Niro,2023,8,3089,2023-08-01,기아,SUV
서유럽,Niro EV,2024,8,691,2024-08-01,기아,SUV
서유럽,Niro EV,2023,8,691,2023-08-01,기아,SUV
서유럽,Pride / Rio,2024,8,82,2024-08-01,기아,세단
서유럽,Pride / Rio,2023,8,82,2023-08-01,기아,세단
서유럽,Sorento,2024,8,1126,2024-08-01,기아,SUV
서유럽,Sorento,2023,8,1126,2023-08-01,기아,SUV
서유럽,Sorento,2024,8,1126,2024-08-01,기아,SUV
서유럽,Sorento,2023,8,1126,2023-08-01,기아,SUV
서유럽,Sorento,2023,8,1126,2023-08-01,기아,SUV
서유럽,Sorento,2024,8,1126,2024-08-01,기아,SUV
서유럽,Soul EV,2024,8,5,2024-08-01,기아,SUV
서유럽,Soul EV,2023,8,5,2023-08-01,기아,SUV
서유럽,Sportage,2024,8,11329,2024-08-01,기아,SUV
서유럽,Sportage,2023,8,11329,2023-08-01,기아,SUV
서유럽,Sportage,2024,8,11329,2024-08-01,기아,SUV
서유럽,Sportage,2023,8,11329,2023-08-01,기아,SUV
서유럽,Sportage,2023,8,11329,2023-08-01,기아,SUV
서유럽,Sportage,2024,8,11329,2024-08-01,기아,SUV
서유럽,Sportage,2023,8,11329,2023-08-01,기아,SUV
서유럽,Sportage,2024,8,11329,2024-08-01,기아,SUV
서유럽,Stinger,2024,8,33,2024-08-01,기아,세단
서유럽,Stinger,2023,8,33,2023-08-01,기아,세단
서유럽,Stonic,2024,8,4531,2024-08-01,기아,SUV
서유럽,Stonic,2023,8,4531,2023-08-01,기아,SUV
서유럽,Stonic,2024,8,4531,2024-08-01,기아,SUV
서유럽,Stonic,2023,8,4531,2023-08-01,기아,SUV
아시아-인도,Bongo,2023,8,6,2023-08-01,기아,화물차
아시아-인도,Bongo,2024,8,6,2024-08-01,기아,화물차
아시아-인도,Bongo / Frontier,2024,8,325,2024-08-01,기아,화물차
아시아-인도,Bongo / Frontier,2023,8,325,2023-08-01,기아,화물차
아시아-인도,Bongo / Frontier,2024,8,325,2024-08-01,기아,화물차
아시아-인도,Bongo / Frontier,2023,8,325,2023-08-01,기아,화물차
아시아-인도,Carens MPV,2024,8,160,2024-08-01,기아,기타
아시아-인도,Carens MPV,2023,8,160,2023-08-01,기아,기타
아시아-인도,Carens MPV,2024,8,160,2024-08-01,기아,기타
아시아-인도,Carens MPV,2023,8,160,2023-08-01,기아,기타
아시아-인도,Carnival (CKD),2024,8,194,2024-08-01,기아,기타
아시아-인도,Carnival (CKD),2023,8,194,2023-08-01,기아,기타
아시아-인도,Carnival / Sedona,2024,8,357,2024-08-01,기아,기타
아시아-인도,Carnival / Sedona,2023,8,357,2023-08-01,기아,기타
아시아-인도,Carnival / Sedona,2024,8,357,2024-08-01,기아,기타
아시아-인도,Carnival / Sedona,2023,8,357,2023-08-01,기아,기타
아시아-인도,EV6,2023,8,29,2023-08-01,기아,SUV
아시아-인도,EV6,2024,8,29,2024-08-01,기아,SUV
아시아-인도,EV6,2023,8,29,2023-08-01,기아,SUV
아시아-인도,K3,2024,8,59,2024-08-01,기아,기타
아시아-인도,K3,2023,8,59,2023-08-01,기아,기타
아시아-인도,K3,2023,8,59,2023-08-01,기아,기타
아시아-인도,K3,2024,8,59,2024-08-01,기아,기타
아시아-인도,K3,2024,8,59,2024-08-01,기아,기타
아시아-인도,K3,2023,8,59,2023-08-01,기아,기타
아시아-인도,K3,2023,8,59,2023-08-01,기아,기타
아시아-인도,K3,2024,8,59,2024-08-01,기아,기타
아시아-인도,K5 / Optima,2024,8,19,2024-08-01,기아,세단
아시아-인도,K5 / Optima,2023,8,19,2023-08-01,기아,세단
아시아-인도,K5 / Optima,2023,8,19,2023-08-01,기아,세단
아시아-인도,K5 / Optima,2024,8,19,2024-08-01,기아,세단
아시아-인도,K5 / Optima,2024,8,19,2024-08-01,기아,세단
아시아-인도,K5 / Optima,2023,8,19,2023-08-01,기아,세단
아시아-인도,Morning / Picanto,2024,8,20,2024-08-01,기아,경차
아시아-인도,Morning / Picanto,2023,8,20,2023-08-01,기아,경차
아시아-인도,Morning / Picanto,2024,8,20,2024-08-01,기아,경차
아시아-인도,Morning / Picanto,2023,8,20,2023-08-01,기아,경차
아시아-인도,Pegas,2024,8,25,2024-08-01,기아,기타
아시아-인도,Pegas,2023,8,25,2023-08-01,기아,기타
아시아-인도,Pegas,2023,8,25,2023-08-01,기아,기타
아시아-인도,Pegas,2024,8,25,2024-08-01,기아,기타
아시아-인도,Seltos,2024,8,404,2024-08-01,기아,SUV
아시아-인도,Seltos,2023,8,404,2023-08-01,기아,SUV
아시아-인도,Seltos,2023,8,404,2023-08-01,기아,SUV
아시아-인도,Seltos,2024,8,404,2024-08-01,기아,SUV
아시아-인도,Seltos,2023,8,404,2023-08-01,기아,SUV
아시아-인도,Seltos,2024,8,404,2024-08-01,기아,SUV
아시아-인도,Seltos,2023,8,404,2023-08-01,기아,SUV
아시아-인도,Sonet,2024,8,1356,2024-08-01,기아,SUV
아시아-인도,Sonet,2023,8,1356,2023-08-01,기아,SUV
아시아-인도,Sonet,2023,8,1356,2023-08-01,기아,SUV
아시아-인도,Sonet,2024,8,1356,2024-08-01,기아,SUV
아시아-인도,Sonet,2024,8,1356,2024-08-01,기아,SUV
아시아-인도,Sonet,2023,8,1356,2023-08-01,기아,SUV
아시아-인도,Sorento,2024,8,34,2024-08-01,기아,SUV
아시아-인도,Sorento,2023,8,34,2023-08-01,기아,SUV
아시아-인도,Sorento,2024,8,34,2024-08-01,기아,SUV
아시아-인도,Sorento,2023,8,34,2023-08-01,기아,SUV
아시아-인도,Sorento,2023,8,34,2023-08-01,기아,SUV
아시아-인도,Sorento,2024,8,34,2024-08-01,기아,SUV
아시아-인도,Sportage,2024,8,229,2024-08-01,기아,SUV
아시아-인도,Sportage,2023,8,229,2023-08-01,기아,SUV
아시아-인도,Sportage,2024,8,229,2024-08-01,기아,SUV
아시아-인도,Sportage,2023,8,229,2023-08-01,기아,SUV
아시아-인도,Sportage,2023,8,229,2023-08-01,기아,SUV
아시아-인도,Sportage,2024,8,229,2024-08-01,기아,SUV
아시아-인도,Sportage,2023,8,229,2023-08-01,기아,SUV
아시아-인도,Sportage,2024,8,229,2024-08-01,기아,SUV
중남미,Bongo (CKD),2023,8,82,2023-08-01,기아,화물차
중남미,Bongo (CKD),2024,8,82,2024-08-01,기아,화물차
중남미,Bongo / Frontier,2024,8,109,2024-08-01,기아,화물차
중남미,Bongo / Frontier,2023,8,109,2023-08-01,기아,화물차
중남미,Bongo / Frontier,2024,8,109,2024-08-01,기아,화물차
중남미,Bongo / Frontier,2023,8,109,2023-08-01,기아,화물차
중남미,Carens MPV,2024,8,153,2024-08-01,기아,기타
중남미,Carens MPV,2023,8,153,2023-08-01,기아,기타
중남미,Carens MPV,2024,8,153,2024-08-01,기아,기타
중남미,Carens MPV,2023,8,153,2023-08-01,기아,기타
중남미,Carnival / Sedona,2024,8,68,2024-08-01,기아,기타
중남미,Carnival / Sedona,2023,8,68,2023-08-01,기아,기타
중남미,Carnival / Sedona,2024,8,68,2024-08-01,기아,기타
중남미,Carnival / Sedona,2023,8,68,2023-08-01,기아,기타
중남미,Cee'd,2023,8,6,2023-08-01,기아,기타
중남미,Cee'd,2024,8,6,2024-08-01,기아,기타
중남미,Cee'd CUV,2023,8,5,2023-08-01,기아,SUV
중남미,Cee'd CUV,2024,8,5,2024-08-01,기아,SUV
중남미,EV5,2024,8,104,2024-08-01,기아,SUV
중남미,EV5,2023,8,104,2023-08-01,기아,SUV
중남미,EV5,2024,8,104,2024-08-01,기아,SUV
중남미,EV6,2023,8,4,2023-08-01,기아,SUV
중남미,EV6,2024,8,4,2024-08-01,기아,SUV
중남미,EV6,2023,8,4,2023-08-01,기아,SUV
중남미,EV9,2024,8,2,2024-08-01,기아,SUV
중남미,EV9,2024,8,2,2024-08-01,기아,SUV
중남미,EV9,2023,8,2,2023-08-01,기아,SUV
중남미,EV9,2024,8,2,2024-08-01,기아,SUV
중남미,K3,2024,8,5,2024-08-01,기아,기타
중남미,K3,2023,8,5,2023-08-01,기아,기타
중남미,K3,2023,8,5,2023-08-01,기아,기타
중남미,K3,2024,8,5,2024-08-01,기아,기타
중남미,K3,2024,8,5,2024-08-01,기아,기타
중남미,K3,2023,8,5,2023-08-01,기아,기타
중남미,K3,2023,8,5,2023-08-01,기아,기타
중남미,K3,2024,8,5,2024-08-01,기아,기타
중남미,K5 / Optima,2024,8,5,2024-08-01,기아,세단
중남미,K5 / Optima,2023,8,5,2023-08-01,기아,세단
중남미,K5 / Optima,2023,8,5,2023-08-01,기아,세단
중남미,K5 / Optima,2024,8,5,2024-08-01,기아,세단
중남미,K5 / Optima,2024,8,5,2024-08-01,기아,세단
중남미,K5 / Optima,2023,8,5,2023-08-01,기아,세단
중남미,KX3 / Seltos,2024,8,669,2024-08-01,기아,SUV
중남미,Morning / Picanto,2024,8,1440,2024-08-01,기아,경차
중남미,Morning / Picanto,2023,8,1440,2023-08-01,기아,경차
중남미,Morning / Picanto,2024,8,1440,2024-08-01,기아,경차
중남미,Morning / Picanto,2023,8,1440,2023-08-01,기아,경차
중남미,Niro,2023,8,46,2023-08-01,기아,SUV
중남미,Niro,2024,8,46,2024-08-01,기아,SUV
중남미,Niro,2023,8,46,2023-08-01,기아,SUV
중남미,Niro EV,2024,8,1,2024-08-01,기아,SUV
중남미,Niro EV,2023,8,1,2023-08-01,기아,SUV
중남미,Optima / K5,2023,8,16,2023-08-01,기아,세단
중남미,Optima / K5,2024,8,16,2024-08-01,기아,세단
중남미,Pegas,2024,8,1446,2024-08-01,기아,기타
중남미,Pegas,2023,8,1446,2023-08-01,기아,기타
중남미,Pegas,2023,8,1446,2023-08-01,기아,기타
중남미,Pegas,2024,8,1446,2024-08-01,기아,기타
중남미,Pride / Rio,2024,8,68,2024-08-01,기아,세단
중남미,Pride / Rio,2023,8,68,2023-08-01,기아,세단
중남미,Pride / Rio (SC),2023,8,831,2023-08-01,기아,세단
중남미,Pride / Rio (SC),2024,8,831,2024-08-01,기아,세단
중남미,Seltos,2024,8,126,2024-08-01,기아,SUV
중남미,Seltos,2023,8,126,2023-08-01,기아,SUV
중남미,Seltos,2023,8,126,2023-08-01,기아,SUV
중남미,Seltos,2024,8,126,2024-08-01,기아,SUV
중남미,Seltos,2023,8,126,2023-08-01,기아,SUV
중남미,Seltos,2024,8,126,2024-08-01,기아,SUV
중남미,Seltos,2023,8,126,2023-08-01,기아,SUV
중남미,Sonet,2024,8,52,2024-08-01,기아,SUV
중남미,Sonet,2023,8,52,2023-08-01,기아,SUV
중남미,Sonet,2023,8,52,2023-08-01,기아,SUV
중남미,Sonet,2024,8,52,2024-08-01,기아,SUV
중남미,Sonet,2024,8,52,2024-08-01,기아,SUV
중남미,Sonet,2023,8,52,2023-08-01,기아,SUV
중남미,Sorento,2024,8,25,2024-08-01,기아,SUV
중남미,Sorento,2023,8,25,2023-08-01,기아,SUV
중남미,Sorento,2024,8,25,2024-08-01,기아,SUV
중남미,Sorento,2023,8,25,2023-08-01,기아,SUV
중남미,Sorento,2023,8,25,2023-08-01,기아,SUV
중남미,Sorento,2024,8,25,2024-08-01,기아,SUV
중남미,Soul,2024,8,170,2024-08-01,기아,SUV
중남미,Soul,2024,8,170,2024-08-01,기아,SUV
중남미,Soul,2023,8,170,2023-08-01,기아,SUV
중남미,Soul EV,2024,8,1,2024-08-01,기아,SUV
중남미,Soul EV,2023,8,1,2023-08-01,기아,SUV
중남미,Sportage,2024,8,10,2024-08-01,기아,SUV
중남미,Sportage,2023,8,10,2023-08-01,기아,SUV
중남미,Sportage,2024,8,10,2024-08-01,기아,SUV
중남미,Sportage,2023,8,10,2023-08-01,기아,SUV
중남미,Sportage,2023,8,10,2023-08-01,기아,SUV
중남미,Sportage,2024,8,10,2024-08-01,기아,SUV
중남미,Sportage,2023,8,10,2023-08-01,기아,SUV
중남미,Sportage,2024,8,10,2024-08-01,기아,SUV
중남미,Stonic,2024,8,117,2024-08-01,기아,SUV
중남미,Stonic,2023,8,117,2023-08-01,기아,SUV
중남미,Stonic,2024,8,117,2024-08-01,기아,SUV
중남미,Stonic,2023,8,117,2023-08-01,기아,SUV
중남미,Telluride,2023,8,4,2023-08-01,기아,SUV
중남미,Telluride,2024,8,4,2024-08-01,기아,SUV
북미-멕시코,EV6,2023,8,7,2023-08-01,기아,SUV
북미-멕시코,EV6,2024,8,7,2024-08-01,기아,SUV
북미-멕시코,EV6,2023,8,7,2023-08-01,기아,SUV
북미-멕시코,K3,2024,8,2,2024-08-01,기아,기타
북미-멕시코,K3,2023,8,2,2023-08-01,기아,기타
북미-멕시코,K3,2023,8,2,2023-08-01,기아,기타
북미-멕시코,K3,2024,8,2,2024-08-01,기아,기타
북미-멕시코,K3,2024,8,2,2024-08-01,기아,기타
북미-멕시코,K3,2023,8,2,2023-08-01,기아,기타
북미-멕시코,K3,2023,8,2,2023-08-01,기아,기타
북미-멕시코,K3,2024,8,2,2024-08-01,기아,기타
북미-멕시코,KX3 / Seltos,2024,8,1301,2024-08-01,기아,SUV
북미-멕시코,Niro,2023,8,91,2023-08-01,기아,SUV
북미-멕시코,Niro,2024,8,91,2024-08-01,기아,SUV
북미-멕시코,Niro,2023,8,91,2023-08-01,기아,SUV
북미-멕시코,Pride / Rio (SC),2023,8,3988,2023-08-01,기아,세단
북미-멕시코,Pride / Rio (SC),2024,8,3988,2024-08-01,기아,세단
북미-멕시코,Seltos,2024,8,25,2024-08-01,기아,SUV
북미-멕시코,Seltos,2023,8,25,2023-08-01,기아,SUV
북미-멕시코,Seltos,2023,8,25,2023-08-01,기아,SUV
북미-멕시코,Seltos,2024,8,25,2024-08-01,기아,SUV
북미-멕시코,Seltos,2023,8,25,2023-08-01,기아,SUV
북미-멕시코,Seltos,2024,8,25,2024-08-01,기아,SUV
북미-멕시코,Seltos,2023,8,25,2023-08-01,기아,SUV
북미-멕시코,Sonet,2024,8,1104,2024-08-01,기아,SUV
북미-멕시코,Sonet,2023,8,1104,2023-08-01,기아,SUV
북미-멕시코,Sonet,2023,8,1104,2023-08-01,기아,SUV
북미-멕시코,Sonet,2024,8,1104,2024-08-01,기아,SUV
북미-멕시코,Sonet,2024,8,1104,2024-08-01,기아,SUV
북미-멕시코,Sonet,2023,8,1104,2023-08-01,기아,SUV
북미-멕시코,Sorento,2024,8,159,2024-08-01,기아,SUV
북미-멕시코,Sorento,2023,8,159,2023-08-01,기아,SUV
북미-멕시코,Sorento,2024,8,159,2024-08-01,기아,SUV
북미-멕시코,Sorento,2023,8,159,2023-08-01,기아,SUV
북미-멕시코,Sorento,2023,8,159,2023-08-01,기아,SUV
북미-멕시코,Sorento,2024,8,159,2024-08-01,기아,SUV
북미-멕시코,Soul,2024,8,6,2024-08-01,기아,SUV
북미-멕시코,Soul,2024,8,6,2024-08-01,기아,SUV
북미-멕시코,Soul,2023,8,6,2023-08-01,기아,SUV
북미-멕시코,Sportage,2024,8,499,2024-08-01,기아,SUV
북미-멕시코,Sportage,2023,8,499,2023-08-01,기아,SUV
북미-멕시코,Sportage,2024,8,499,2024-08-01,기아,SUV
북미-멕시코,Sportage,2023,8,499,2023-08-01,기아,SUV
북미-멕시코,Sportage,2023,8,499,2023-08-01,기아,SUV
북미-멕시코,Sportage,2024,8,499,2024-08-01,기아,SUV
북미-멕시코,Sportage,2023,8,499,2023-08-01,기아,SUV
북미-멕시코,Sportage,2024,8,499,2024-08-01,기아,SUV
북미-멕시코,Stinger,2024,8,10,2024-08-01,기아,세단
북미-멕시코,Stinger,2023,8,10,2023-08-01,기아,세단
북미-멕시코,Telluride,2023,8,57,2023-08-01,기아,SUV
북미-멕시코,Telluride,2024,8,57,2024-08-01,기아,SUV
중동·아프리카,Bongo,2023,8,2,2023-08-01,기아,화물차
중동·아프리카,Bongo,2024,8,2,2024-08-01,기아,화물차
중동·아프리카,Bongo (CKD),2023,8,24,2023-08-01,기아,화물차
중동·아프리카,Bongo (CKD),2024,8,24,2024-08-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,8,117,2024-08-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,8,117,2023-08-01,기아,화물차
중동·아프리카,Bongo / Frontier,2024,8,117,2024-08-01,기아,화물차
중동·아프리카,Bongo / Frontier,2023,8,117,2023-08-01,기아,화물차
중동·아프리카,Carens MPV,2024,8,25,2024-08-01,기아,기타
중동·아프리카,Carens MPV,2023,8,25,2023-08-01,기아,기타
중동·아프리카,Carens MPV,2024,8,25,2024-08-01,기아,기타
중동·아프리카,Carens MPV,2023,8,25,2023-08-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,8,12,2024-08-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,8,12,2023-08-01,기아,기타
중동·아프리카,Carnival / Sedona,2024,8,12,2024-08-01,기아,기타
중동·아프리카,Carnival / Sedona,2023,8,12,2023-08-01,기아,기타
중동·아프리카,Cee'd,2023,8,4,2023-08-01,기아,기타
중동·아프리카,Cee'd,2024,8,4,2024-08-01,기아,기타
중동·아프리카,Cee'd CUV,2023,8,1,2023-08-01,기아,SUV
중동·아프리카,Cee'd CUV,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,EV5,2024,8,3,2024-08-01,기아,SUV
중동·아프리카,EV5,2023,8,3,2023-08-01,기아,SUV
중동·아프리카,EV5,2024,8,3,2024-08-01,기아,SUV
중동·아프리카,EV6,2023,8,2,2023-08-01,기아,SUV
중동·아프리카,EV6,2024,8,2,2024-08-01,기아,SUV
중동·아프리카,EV6,2023,8,2,2023-08-01,기아,SUV
중동·아프리카,EV9,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,EV9,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,EV9,2023,8,1,2023-08-01,기아,SUV
중동·아프리카,EV9,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,K3,2024,8,5,2024-08-01,기아,기타
중동·아프리카,K3,2023,8,5,2023-08-01,기아,기타
중동·아프리카,K3,2023,8,5,2023-08-01,기아,기타
중동·아프리카,K3,2024,8,5,2024-08-01,기아,기타
중동·아프리카,K3,2024,8,5,2024-08-01,기아,기타
중동·아프리카,K3,2023,8,5,2023-08-01,기아,기타
중동·아프리카,K3,2023,8,5,2023-08-01,기아,기타
중동·아프리카,K3,2024,8,5,2024-08-01,기아,기타
중동·아프리카,K5 / Optima,2024,8,1,2024-08-01,기아,세단
중동·아프리카,K5 / Optima,2023,8,1,2023-08-01,기아,세단
중동·아프리카,K5 / Optima,2023,8,1,2023-08-01,기아,세단
중동·아프리카,K5 / Optima,2024,8,1,2024-08-01,기아,세단
중동·아프리카,K5 / Optima,2024,8,1,2024-08-01,기아,세단
중동·아프리카,K5 / Optima,2023,8,1,2023-08-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2024,8,36,2024-08-01,기아,세단
중동·아프리카,"K7,8 / Cadenza",2023,8,36,2023-08-01,기아,세단
중동·아프리카,KX3 / Seltos,2024,8,7,2024-08-01,기아,SUV
중동·아프리카,Millitary (CKD),2023,8,5,2023-08-01,기아,기타
중동·아프리카,Millitary (CKD),2024,8,5,2024-08-01,기아,기타
중동·아프리카,Morning / Picanto,2024,8,50,2024-08-01,기아,경차
중동·아프리카,Morning / Picanto,2023,8,50,2023-08-01,기아,경차
중동·아프리카,Morning / Picanto,2024,8,50,2024-08-01,기아,경차
중동·아프리카,Morning / Picanto,2023,8,50,2023-08-01,기아,경차
중동·아프리카,Niro,2023,8,9,2023-08-01,기아,SUV
중동·아프리카,Niro,2024,8,9,2024-08-01,기아,SUV
중동·아프리카,Niro,2023,8,9,2023-08-01,기아,SUV
중동·아프리카,Niro EV,2024,8,3,2024-08-01,기아,SUV
중동·아프리카,Niro EV,2023,8,3,2023-08-01,기아,SUV
중동·아프리카,Niro Plus,2024,8,3,2024-08-01,기아,SUV
중동·아프리카,Niro Plus,2023,8,3,2023-08-01,기아,SUV
중동·아프리카,Niro Plus EV,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,Niro Plus EV,2023,8,1,2023-08-01,기아,SUV
중동·아프리카,Pegas,2024,8,103,2024-08-01,기아,기타
중동·아프리카,Pegas,2023,8,103,2023-08-01,기아,기타
중동·아프리카,Pegas,2023,8,103,2023-08-01,기아,기타
중동·아프리카,Pegas,2024,8,103,2024-08-01,기아,기타
중동·아프리카,Pride / Rio,2024,8,2,2024-08-01,기아,세단
중동·아프리카,Pride / Rio,2023,8,2,2023-08-01,기아,세단
중동·아프리카,Pride / Rio (SC),2023,8,1,2023-08-01,기아,세단
중동·아프리카,Pride / Rio (SC),2024,8,1,2024-08-01,기아,세단
중동·아프리카,Seltos,2024,8,138,2024-08-01,기아,SUV
중동·아프리카,Seltos,2023,8,138,2023-08-01,기아,SUV
중동·아프리카,Seltos,2023,8,138,2023-08-01,기아,SUV
중동·아프리카,Seltos,2024,8,138,2024-08-01,기아,SUV
중동·아프리카,Seltos,2023,8,138,2023-08-01,기아,SUV
중동·아프리카,Seltos,2024,8,138,2024-08-01,기아,SUV
중동·아프리카,Seltos,2023,8,138,2023-08-01,기아,SUV
중동·아프리카,Sonet,2024,8,45,2024-08-01,기아,SUV
중동·아프리카,Sonet,2023,8,45,2023-08-01,기아,SUV
중동·아프리카,Sonet,2023,8,45,2023-08-01,기아,SUV
중동·아프리카,Sonet,2024,8,45,2024-08-01,기아,SUV
중동·아프리카,Sonet,2024,8,45,2024-08-01,기아,SUV
중동·아프리카,Sonet,2023,8,45,2023-08-01,기아,SUV
중동·아프리카,Sorento,2024,8,24,2024-08-01,기아,SUV
중동·아프리카,Sorento,2023,8,24,2023-08-01,기아,SUV
중동·아프리카,Sorento,2024,8,24,2024-08-01,기아,SUV
중동·아프리카,Sorento,2023,8,24,2023-08-01,기아,SUV
중동·아프리카,Sorento,2023,8,24,2023-08-01,기아,SUV
중동·아프리카,Sorento,2024,8,24,2024-08-01,기아,SUV
중동·아프리카,Soul,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,Soul,2024,8,1,2024-08-01,기아,SUV
중동·아프리카,Soul,2023,8,1,2023-08-01,기아,SUV
중동·아프리카,Sportage,2024,8,116,2024-08-01,기아,SUV
중동·아프리카,Sportage,2023,8,116,2023-08-01,기아,SUV
중동·아프리카,Sportage,2024,8,116,2024-08-01,기아,SUV
중동·아프리카,Sportage,2023,8,116,2023-08-01,기아,SUV
중동·아프리카,Sportage,2023,8,116,2023-08-01,기아,SUV
중동·아프리카,Sportage,2024,8,116,2024-08-01,기아,SUV
중동·아프리카,Sportage,2023,8,116,2023-08-01,기아,SUV
중동·아프리카,Sportage,2024,8,116,2024-08-01,기아,SUV
중동·아프리카,Stinger,2024,8,13,2024-08-01,기아,세단
중동·아프리카,Stinger,2023,8,13,2023-08-01,기아,세단
중동·아프리카,Stonic,2024,8,19,2024-08-01,기아,SUV
중동·아프리카,Stonic,2023,8,19,2023-08-01,기아,SUV
중동·아프리카,Stonic,2024,8,19,2024-08-01,기아,SUV
중동·아프리카,Stonic,2023,8,19,2023-08-01,기아,SUV
중동·아프리카,Telluride,2023,8,49,2023-08-01,기아,SUV
중동·아프리카,Telluride,2024,8,49,2024-08-01,기아,SUV
북미-미국,Bongo,2023,8,8,2023-08-01,기아,화물차
북미-미국,Bongo,2024,8,8,2024-08-01,기아,화물차
북미-미국,Bongo (CKD),2023,8,82,2023-08-01,기아,화물차
북미-미국,Bongo (CKD),2024,8,82,2024-08-01,기아,화물차
북미-미국,Bongo / Frontier,2024,8,572,2024-08-01,기아,화물차
북미-미국,Bongo / Frontier,2023,8,572,2023-08-01,기아,화물차
북미-미국,Bongo / Frontier,2024,8,572,2024-08-01,기아,화물차
북미-미국,Bongo / Frontier,2023,8,572,2023-08-01,기아,화물차
북미-미국,Carens MPV,2024,8,160,2024-08-01,기아,기타
북미-미국,Carens MPV,2023,8,160,2023-08-01,기아,기타
북미-미국,Carens MPV,2024,8,160,2024-08-01,기아,기타
북미-미국,Carens MPV,2023,8,160,2023-08-01,기아,기타
북미-미국,Carnival / Sedona,2024,8,357,2024-08-01,기아,기타
북미-미국,Carnival / Sedona,2023,8,357,2023-08-01,기아,기타
북미-미국,Carnival / Sedona,2024,8,357,2024-08-01,기아,기타
북미-미국,Carnival / Sedona,2023,8,357,2023-08-01,기아,기타
북미-미국,EV6,2023,8,1110,2023-08-01,기아,SUV
북미-미국,EV6,2024,8,1110,2024-08-01,기아,SUV
북미-미국,EV6,2023,8,1110,2023-08-01,기아,SUV
북미-미국,EV9,2024,8,588,2024-08-01,기아,SUV
북미-미국,EV9,2024,8,588,2024-08-01,기아,SUV
북미-미국,EV9,2023,8,588,2023-08-01,기아,SUV
북미-미국,EV9,2024,8,588,2024-08-01,기아,SUV
북미-미국,K3,2024,8,59,2024-08-01,기아,기타
북미-미국,K3,2023,8,59,2023-08-01,기아,기타
북미-미국,K3,2023,8,59,2023-08-01,기아,기타
북미-미국,K3,2024,8,59,2024-08-01,기아,기타
북미-미국,K3,2024,8,59,2024-08-01,기아,기타
북미-미국,K3,2023,8,59,2023-08-01,기아,기타
북미-미국,K3,2023,8,59,2023-08-01,기아,기타
북미-미국,K3,2024,8,59,2024-08-01,기아,기타
북미-미국,K5 / Optima,2024,8,19,2024-08-01,기아,세단
북미-미국,K5 / Optima,2023,8,19,2023-08-01,기아,세단
북미-미국,K5 / Optima,2023,8,19,2023-08-01,기아,세단
북미-미국,K5 / Optima,2024,8,19,2024-08-01,기아,세단
북미-미국,K5 / Optima,2024,8,19,2024-08-01,기아,세단
북미-미국,K5 / Optima,2023,8,19,2023-08-01,기아,세단
북미-미국,Morning / Picanto,2024,8,124,2024-08-01,기아,경차
북미-미국,Morning / Picanto,2023,8,124,2023-08-01,기아,경차
북미-미국,Morning / Picanto,2024,8,124,2024-08-01,기아,경차
북미-미국,Morning / Picanto,2023,8,124,2023-08-01,기아,경차
북미-미국,Niro,2023,8,960,2023-08-01,기아,SUV
북미-미국,Niro,2024,8,960,2024-08-01,기아,SUV
북미-미국,Niro,2023,8,960,2023-08-01,기아,SUV
북미-미국,Niro EV,2024,8,242,2024-08-01,기아,SUV
북미-미국,Niro EV,2023,8,242,2023-08-01,기아,SUV
북미-미국,Optima / K5,2023,8,1,2023-08-01,기아,세단
북미-미국,Optima / K5,2024,8,1,2024-08-01,기아,세단
북미-미국,Pegas,2024,8,25,2024-08-01,기아,기타
북미-미국,Pegas,2023,8,25,2023-08-01,기아,기타
북미-미국,Pegas,2023,8,25,2023-08-01,기아,기타
북미-미국,Pegas,2024,8,25,2024-08-01,기아,기타
