국가,차량 모델,연도,월,판매량,날짜,브랜드,카테고리
아시아-인도,Verna (BN7i),2024,3,1712,2024-03-01,현대,세단
아시아-인도,Verna (BN7i),2024,4,1571,2024-04-01,현대,세단
아시아-인도,Verna (BN7i),2024,5,1381,2024-05-01,현대,세단
아시아-인도,Verna (BN7i),2024,6,1424,2024-06-01,현대,세단
아시아-인도,Verna (BN7i),2024,7,1420,2024-07-01,현대,세단
아시아-인도,Verna (BN7i),2024,8,1194,2024-08-01,현대,세단
아시아-인도,Verna (BN7i),2024,9,1198,2024-09-01,현대,세단
아시아-인도,Verna (BN7i),2025,1,1477,2025-01-01,현대,세단
아시아-인도,Verna (Hci),2023,10,47,2023-10-01,현대,세단
아시아-인도,Verna (Hci),2023,11,47,2023-11-01,현대,세단
아시아-인도,Verna (Hci),2023,12,47,2023-12-01,현대,세단
아시아-인도,Verna (Hci),2023,1,995,2023-01-01,현대,세단
아시아-인도,Verna (Hci),2023,2,47,2023-02-01,현대,세단
아시아-인도,Verna (Hci),2023,3,47,2023-03-01,현대,세단
아시아-인도,Verna (Hci),2023,4,47,2023-04-01,현대,세단
아시아-인도,Verna (Hci),2023,5,47,2023-05-01,현대,세단
아시아-인도,Verna (Hci),2023,6,47,2023-06-01,현대,세단
아시아-인도,Verna (Hci),2023,7,47,2023-07-01,현대,세단
아시아-인도,Verna (Hci),2023,8,47,2023-08-01,현대,세단
아시아-인도,Verna (Hci),2023,9,47,2023-09-01,현대,세단
아시아-인도,Verna (Hci),2024,10,47,2024-10-01,현대,세단
아시아-인도,Verna (Hci),2024,11,47,2024-11-01,현대,세단
아시아-인도,Verna (Hci),2024,12,47,2024-12-01,현대,세단
아시아-인도,Verna (Hci),2024,1,47,2024-01-01,현대,세단
아시아-인도,Verna (Hci),2024,2,47,2024-02-01,현대,세단
아시아-인도,Verna (Hci),2024,3,47,2024-03-01,현대,세단
아시아-인도,Verna (Hci),2024,4,47,2024-04-01,현대,세단
아시아-인도,Verna (Hci),2024,5,47,2024-05-01,현대,세단
아시아-인도,Verna (Hci),2024,6,47,2024-06-01,현대,세단
아시아-인도,Verna (Hci),2024,7,47,2024-07-01,현대,세단
아시아-인도,Verna (Hci),2024,8,47,2024-08-01,현대,세단
아시아-인도,Verna (Hci),2024,9,47,2024-09-01,현대,세단
아시아-인도,Verna (Hci),2025,1,47,2025-01-01,현대,세단
아시아-인도,Xcent (AI3 4DR),2024,10,4805,2024-10-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,11,4248,2024-11-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,12,3852,2024-12-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,1,5516,2024-01-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,2,5053,2024-02-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,3,4883,2024-03-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,4,4526,2024-04-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,5,4433,2024-05-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,6,4299,2024-06-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,7,4757,2024-07-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,8,4304,2024-08-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2024,9,4462,2024-09-01,현대,경차
아시아-인도,Xcent (AI3 4DR),2025,1,5388,2025-01-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,10,7212,2023-10-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,11,5727,2023-11-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,12,4574,2023-12-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,1,8185,2023-01-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,2,9287,2023-02-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,3,6596,2023-03-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,4,6472,2023-04-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,5,6094,2023-05-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,6,6162,2023-06-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,7,5001,2023-07-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,8,4896,2023-08-01,현대,경차
아시아-인도,i20 (BI3 5DR),2023,9,6481,2023-09-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,10,5354,2024-10-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,11,3925,2024-11-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,12,3453,2024-12-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,1,7083,2024-01-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,2,5131,2024-02-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,3,5155,2024-03-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,4,5199,2024-04-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,5,5169,2024-05-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,6,5315,2024-06-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,7,4937,2024-07-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,8,4913,2024-08-01,현대,경차
아시아-인도,i20 (BI3 5DR),2024,9,4428,2024-09-01,현대,경차
아시아-인도,i20 (BI3 5DR),2025,1,4741,2025-01-01,현대,경차
아시아-인도,Exter (AI3 SUV),2023,10,8097,2023-10-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,11,8325,2023-11-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,12,7514,2023-12-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,1,5270,2023-01-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,2,5270,2023-02-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,3,5270,2023-03-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,4,5270,2023-04-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,5,5270,2023-05-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,6,5270,2023-06-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,7,7000,2023-07-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,8,7430,2023-08-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2023,9,8647,2023-09-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,10,7127,2024-10-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,11,5747,2024-11-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,12,5270,2024-12-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,1,8229,2024-01-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,2,7582,2024-02-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,3,8475,2024-03-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,4,7756,2024-04-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,5,7697,2024-05-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,6,6908,2024-06-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,7,6037,2024-07-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,8,6632,2024-08-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2024,9,6908,2024-09-01,현대,SUV
아시아-인도,Exter (AI3 SUV),2025,1,6068,2025-01-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,10,117,2023-10-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,11,96,2023-11-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,12,81,2023-12-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,1,21,2023-01-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,2,33,2023-02-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,3,21,2023-03-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,4,189,2023-04-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,5,160,2023-05-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,6,100,2023-06-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,7,125,2023-07-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,8,130,2023-08-01,현대,SUV
아시아-인도,IONIQ5 (NEi),2023,9,176,2023-09-01,현대,SUV
아시아-중국,Celesta (ID),2023,10,2,2023-10-01,현대,세단
아시아-중국,Celesta (ID),2023,11,2,2023-11-01,현대,세단
아시아-중국,Celesta (ID),2023,12,2,2023-12-01,현대,세단
아시아-중국,Celesta (ID),2023,1,764,2023-01-01,현대,세단
아시아-중국,Celesta (ID),2023,2,1116,2023-02-01,현대,세단
아시아-중국,Celesta (ID),2023,3,1560,2023-03-01,현대,세단
아시아-중국,Celesta (ID),2023,4,165,2023-04-01,현대,세단
아시아-중국,Celesta (ID),2023,5,2,2023-05-01,현대,세단
아시아-중국,Celesta (ID),2023,6,2,2023-06-01,현대,세단
아시아-중국,Celesta (ID),2023,7,2,2023-07-01,현대,세단
아시아-중국,Celesta (ID),2023,8,2,2023-08-01,현대,세단
아시아-중국,Celesta (ID),2023,9,2,2023-09-01,현대,세단
아시아-중국,Celesta (ID),2024,10,2,2024-10-01,현대,세단
아시아-중국,Celesta (ID),2024,11,2,2024-11-01,현대,세단
아시아-중국,Celesta (ID),2024,12,2,2024-12-01,현대,세단
아시아-중국,Celesta (ID),2024,1,2,2024-01-01,현대,세단
아시아-중국,Celesta (ID),2024,2,2,2024-02-01,현대,세단
아시아-중국,Celesta (ID),2024,3,2,2024-03-01,현대,세단
아시아-중국,Celesta (ID),2024,4,2,2024-04-01,현대,세단
아시아-중국,Celesta (ID),2024,5,2,2024-05-01,현대,세단
아시아-중국,Celesta (ID),2024,6,2,2024-06-01,현대,세단
아시아-중국,Celesta (ID),2024,7,2,2024-07-01,현대,세단
아시아-중국,Celesta (ID),2024,8,2,2024-08-01,현대,세단
아시아-중국,Celesta (ID),2024,9,2,2024-09-01,현대,세단
아시아-중국,Celesta (ID),2025,1,2,2025-01-01,현대,세단
아시아-중국,Custo (KU),2023,10,1156,2023-10-01,현대,기타
아시아-중국,Custo (KU),2023,11,680,2023-11-01,현대,기타
아시아-중국,Custo (KU),2023,12,1095,2023-12-01,현대,기타
아시아-중국,Custo (KU),2023,1,447,2023-01-01,현대,기타
아시아-중국,Custo (KU),2023,2,463,2023-02-01,현대,기타
아시아-중국,Custo (KU),2023,3,788,2023-03-01,현대,기타
아시아-중국,Custo (KU),2023,4,1348,2023-04-01,현대,기타
아시아-중국,Custo (KU),2023,5,1121,2023-05-01,현대,기타
아시아-중국,Custo (KU),2023,6,1279,2023-06-01,현대,기타
아시아-중국,Custo (KU),2023,7,1342,2023-07-01,현대,기타
아시아-중국,Custo (KU),2023,8,1421,2023-08-01,현대,기타
아시아-중국,Custo (KU),2023,9,1642,2023-09-01,현대,기타
아시아-중국,Custo (KU),2024,10,1273,2024-10-01,현대,기타
아시아-중국,Custo (KU),2024,11,800,2024-11-01,현대,기타
아시아-중국,Custo (KU),2024,12,1443,2024-12-01,현대,기타
아시아-중국,Custo (KU),2024,1,748,2024-01-01,현대,기타
아시아-중국,Custo (KU),2024,2,423,2024-02-01,현대,기타
아시아-중국,Custo (KU),2024,3,891,2024-03-01,현대,기타
아시아-중국,Custo (KU),2024,4,482,2024-04-01,현대,기타
아시아-중국,Custo (KU),2024,5,1047,2024-05-01,현대,기타
아시아-중국,Custo (KU),2024,6,905,2024-06-01,현대,기타
아시아-중국,Custo (KU),2024,7,635,2024-07-01,현대,기타
아시아-중국,Custo (KU),2024,8,851,2024-08-01,현대,기타
아시아-중국,Custo (KU),2024,9,1112,2024-09-01,현대,기타
아시아-중국,Custo (KU),2025,1,864,2025-01-01,현대,기타
아시아-중국,Elantra (CN7c),2023,10,9526,2023-10-01,현대,세단
아시아-중국,Elantra (CN7c),2023,11,11775,2023-11-01,현대,세단
아시아-중국,Elantra (CN7c),2023,12,14579,2023-12-01,현대,세단
아시아-중국,Elantra (CN7c),2023,1,5212,2023-01-01,현대,세단
아시아-중국,Elantra (CN7c),2023,2,6891,2023-02-01,현대,세단
아시아-중국,Elantra (CN7c),2023,3,12425,2023-03-01,현대,세단
아시아-중국,Elantra (CN7c),2023,4,7340,2023-04-01,현대,세단
아시아-중국,Elantra (CN7c),2023,5,9612,2023-05-01,현대,세단
아시아-중국,Elantra (CN7c),2023,6,10598,2023-06-01,현대,세단
아시아-중국,Elantra (CN7c),2023,7,5098,2023-07-01,현대,세단
아시아-중국,Elantra (CN7c),2023,8,9823,2023-08-01,현대,세단
아시아-중국,Elantra (CN7c),2023,9,10566,2023-09-01,현대,세단
아시아-중국,Elantra (CN7c),2024,10,2373,2024-10-01,현대,세단
아시아-중국,Elantra (CN7c),2024,11,2396,2024-11-01,현대,세단
아시아-중국,Elantra (CN7c),2024,12,3149,2024-12-01,현대,세단
아시아-중국,Elantra (CN7c),2024,1,7008,2024-01-01,현대,세단
아시아-중국,Elantra (CN7c),2024,2,6631,2024-02-01,현대,세단
아시아-중국,Elantra (CN7c),2024,3,12105,2024-03-01,현대,세단
아시아-중국,Elantra (CN7c),2024,4,5301,2024-04-01,현대,세단
아시아-중국,Elantra (CN7c),2024,5,7129,2024-05-01,현대,세단
아시아-중국,Elantra (CN7c),2024,6,5845,2024-06-01,현대,세단
아시아-중국,Elantra (CN7c),2024,7,1803,2024-07-01,현대,세단
아시아-중국,Elantra (CN7c),2024,8,3054,2024-08-01,현대,세단
아시아-중국,Elantra (CN7c),2024,9,3843,2024-09-01,현대,세단
아시아-중국,Elantra (CN7c),2025,1,5390,2025-01-01,현대,세단
아시아-중국,La festa (SQ),2023,10,67,2023-10-01,현대,세단
아시아-중국,La festa (SQ),2023,11,34,2023-11-01,현대,세단
아시아-중국,La festa (SQ),2023,12,23,2023-12-01,현대,세단
아시아-중국,La festa (SQ),2023,1,398,2023-01-01,현대,세단
아시아-중국,La festa (SQ),2023,2,614,2023-02-01,현대,세단
아시아-중국,La festa (SQ),2023,3,519,2023-03-01,현대,세단
아시아-중국,La festa (SQ),2023,4,159,2023-04-01,현대,세단
아시아-중국,La festa (SQ),2023,5,124,2023-05-01,현대,세단
아시아-중국,La festa (SQ),2023,6,396,2023-06-01,현대,세단
아시아-중국,La festa (SQ),2023,7,48,2023-07-01,현대,세단
아시아-중국,La festa (SQ),2023,8,71,2023-08-01,현대,세단
아시아-중국,La festa (SQ),2023,9,101,2023-09-01,현대,세단
아시아-중국,La festa (SQ),2024,10,1,2024-10-01,현대,세단
아시아-중국,La festa (SQ),2024,11,1,2024-11-01,현대,세단
아시아-중국,La festa (SQ),2024,12,1,2024-12-01,현대,세단
아시아-중국,La festa (SQ),2024,1,52,2024-01-01,현대,세단
아시아-중국,La festa (SQ),2024,2,10,2024-02-01,현대,세단
아시아-중국,La festa (SQ),2024,3,326,2024-03-01,현대,세단
아시아-중국,La festa (SQ),2024,4,604,2024-04-01,현대,세단
아시아-중국,La festa (SQ),2024,5,1,2024-05-01,현대,세단
아시아-중국,La festa (SQ),2024,6,1,2024-06-01,현대,세단
아시아-중국,La festa (SQ),2024,7,1,2024-07-01,현대,세단
아시아-중국,La festa (SQ),2024,8,2,2024-08-01,현대,세단
아시아-중국,La festa (SQ),2024,9,3,2024-09-01,현대,세단
아시아-중국,La festa (SQ),2025,1,1,2025-01-01,현대,세단
아시아-중국,Mistra (DU2),2023,10,1,2023-10-01,현대,세단
아시아-중국,Mistra (DU2),2023,11,1,2023-11-01,현대,세단
아시아-중국,Mistra (DU2),2023,12,1,2023-12-01,현대,세단
아시아-중국,Mistra (DU2),2023,1,8,2023-01-01,현대,세단
아시아-중국,Mistra (DU2),2023,2,1,2023-02-01,현대,세단
아시아-중국,Mistra (DU2),2023,3,1,2023-03-01,현대,세단
아시아-중국,Mistra (DU2),2023,4,2,2023-04-01,현대,세단
아시아-중국,Mistra (DU2),2023,5,2,2023-05-01,현대,세단
아시아-중국,Mistra (DU2),2023,6,1,2023-06-01,현대,세단
아시아-중국,Mistra (DU2),2023,7,1,2023-07-01,현대,세단
아시아-중국,Mistra (DU2),2023,8,20,2023-08-01,현대,세단
아시아-중국,Mistra (DU2),2023,9,1,2023-09-01,현대,세단
아시아-중국,Mistra (DU2),2024,10,1,2024-10-01,현대,세단
아시아-중국,Mistra (DU2),2024,11,1,2024-11-01,현대,세단
아시아-중국,Mistra (DU2),2024,12,1,2024-12-01,현대,세단
아시아-중국,Mistra (DU2),2024,1,1,2024-01-01,현대,세단
아시아-중국,Mistra (DU2),2024,2,1,2024-02-01,현대,세단
아시아-중국,Mistra (DU2),2024,3,1,2024-03-01,현대,세단
아시아-중국,Mistra (DU2),2024,4,1,2024-04-01,현대,세단
아시아-중국,Mistra (DU2),2024,5,1,2024-05-01,현대,세단
아시아-중국,Mistra (DU2),2024,6,1,2024-06-01,현대,세단
아시아-중국,Mistra (DU2),2024,7,1,2024-07-01,현대,세단
아시아-중국,Mistra (DU2),2024,8,1,2024-08-01,현대,세단
아시아-중국,Mistra (DU2),2024,9,1,2024-09-01,현대,세단
아시아-중국,Mistra (DU2),2025,1,1,2025-01-01,현대,세단
아시아-중국,Mufasa (NU2),2024,10,780,2024-10-01,현대,기타
아시아-중국,Mufasa (NU2),2024,11,466,2024-11-01,현대,기타
아시아-중국,Mufasa (NU2),2024,12,1758,2024-12-01,현대,기타
아시아-중국,Mufasa (NU2),2024,1,2595,2024-01-01,현대,기타
아시아-중국,Mufasa (NU2),2024,2,2012,2024-02-01,현대,기타
아시아-중국,Mufasa (NU2),2024,3,3779,2024-03-01,현대,기타
아시아-중국,Mufasa (NU2),2024,4,624,2024-04-01,현대,기타
아시아-중국,Mufasa (NU2),2024,5,908,2024-05-01,현대,기타
아시아-중국,Mufasa (NU2),2024,6,991,2024-06-01,현대,기타
아시아-중국,Mufasa (NU2),2024,7,387,2024-07-01,현대,기타
아시아-중국,Mufasa (NU2),2024,8,324,2024-08-01,현대,기타
아시아-중국,Mufasa (NU2),2024,9,628,2024-09-01,현대,기타
아시아-중국,Mufasa (NU2),2025,1,1922,2025-01-01,현대,기타
아시아-중국,Santa Fe (MX5c),2024,10,342,2024-10-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,11,271,2024-11-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,12,258,2024-12-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,1,151,2024-01-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,2,151,2024-02-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,3,151,2024-03-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,4,151,2024-04-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,5,151,2024-05-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,6,151,2024-06-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,7,151,2024-07-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,8,264,2024-08-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2024,9,810,2024-09-01,현대,SUV
아시아-중국,Santa Fe (MX5c),2025,1,151,2025-01-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,10,125,2023-10-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,11,79,2023-11-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,12,108,2023-12-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,1,71,2023-01-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,2,156,2023-02-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,3,366,2023-03-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,4,488,2023-04-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,5,237,2023-05-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,6,190,2023-06-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,7,215,2023-07-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,8,109,2023-08-01,현대,SUV
아시아-중국,Santa Fe (TMc),2023,9,264,2023-09-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,10,60,2024-10-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,11,1,2024-11-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,12,167,2024-12-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,1,60,2024-01-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,2,20,2024-02-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,3,59,2024-03-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,4,55,2024-04-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,5,37,2024-05-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,6,7,2024-06-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,7,3,2024-07-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,8,110,2024-08-01,현대,SUV
아시아-중국,Santa Fe (TMc),2024,9,1,2024-09-01,현대,SUV
아시아-중국,Santa Fe (TMc),2025,1,1,2025-01-01,현대,SUV
아시아-중국,Sonata (DN8c),2023,10,144,2023-10-01,현대,세단
아시아-중국,Sonata (DN8c),2023,11,155,2023-11-01,현대,세단
아시아-중국,Sonata (DN8c),2023,12,174,2023-12-01,현대,세단
아시아-중국,Sonata (DN8c),2023,1,165,2023-01-01,현대,세단
아시아-중국,Sonata (DN8c),2023,2,224,2023-02-01,현대,세단
아시아-중국,Sonata (DN8c),2023,3,212,2023-03-01,현대,세단
아시아-중국,Sonata (DN8c),2023,4,170,2023-04-01,현대,세단
아시아-중국,Sonata (DN8c),2023,5,293,2023-05-01,현대,세단
아시아-중국,Sonata (DN8c),2023,6,298,2023-06-01,현대,세단
아시아-중국,Sonata (DN8c),2023,7,145,2023-07-01,현대,세단
아시아-중국,Sonata (DN8c),2023,8,306,2023-08-01,현대,세단
아시아-중국,Sonata (DN8c),2023,9,188,2023-09-01,현대,세단
아시아-중국,Sonata (DN8c),2024,10,756,2024-10-01,현대,세단
아시아-중국,Sonata (DN8c),2024,11,985,2024-11-01,현대,세단
아시아-중국,Sonata (DN8c),2024,12,1248,2024-12-01,현대,세단
아시아-중국,Sonata (DN8c),2024,1,22,2024-01-01,현대,세단
아시아-중국,Sonata (DN8c),2024,2,273,2024-02-01,현대,세단
아시아-중국,Sonata (DN8c),2024,3,1103,2024-03-01,현대,세단
아시아-중국,Sonata (DN8c),2024,4,2038,2024-04-01,현대,세단
아시아-중국,Sonata (DN8c),2024,5,2088,2024-05-01,현대,세단
아시아-중국,Sonata (DN8c),2024,6,1913,2024-06-01,현대,세단
아시아-중국,Sonata (DN8c),2024,7,821,2024-07-01,현대,세단
아시아-중국,Sonata (DN8c),2024,8,770,2024-08-01,현대,세단
아시아-중국,Sonata (DN8c),2024,9,767,2024-09-01,현대,세단
아시아-중국,Sonata (DN8c),2025,1,1207,2025-01-01,현대,세단
아시아-중국,Tucson (NX4c),2023,10,4468,2023-10-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,11,5241,2023-11-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,12,7540,2023-12-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,1,3874,2023-01-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,2,3404,2023-02-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,3,6019,2023-03-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,4,3372,2023-04-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,5,5417,2023-05-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,6,6099,2023-06-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,7,2759,2023-07-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,8,4588,2023-08-01,현대,SUV
아시아-중국,Tucson (NX4c),2023,9,5699,2023-09-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,10,866,2024-10-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,11,2082,2024-11-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,12,1359,2024-12-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,1,3567,2024-01-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,2,2741,2024-02-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,3,2740,2024-03-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,4,897,2024-04-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,5,1791,2024-05-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,6,1750,2024-06-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,7,1053,2024-07-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,8,1625,2024-08-01,현대,SUV
아시아-중국,Tucson (NX4c),2024,9,1837,2024-09-01,현대,SUV
아시아-중국,Tucson (NX4c),2025,1,1485,2025-01-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,10,1,2023-10-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,11,2,2023-11-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,12,1,2023-12-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,1,58,2023-01-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,2,11,2023-02-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,3,8,2023-03-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,4,7,2023-04-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,5,7,2023-05-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,6,3,2023-06-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,7,1,2023-07-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,8,10,2023-08-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2023,9,3,2023-09-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,10,1,2024-10-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,11,1,2024-11-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,12,14,2024-12-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,1,1,2024-01-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,2,1,2024-02-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,3,1,2024-03-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,4,1,2024-04-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,5,1,2024-05-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,6,1,2024-06-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,7,1,2024-07-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,8,1,2024-08-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2024,9,1,2024-09-01,현대,SUV
아시아-중국,Tucson HEV (NX4c HEV),2025,1,1,2025-01-01,현대,SUV
아시아-중국,Verna (YC),2023,10,1,2023-10-01,현대,세단
아시아-중국,Verna (YC),2023,11,1,2023-11-01,현대,세단
아시아-중국,Verna (YC),2023,12,1,2023-12-01,현대,세단
아시아-중국,Verna (YC),2023,1,1,2023-01-01,현대,세단
아시아-중국,Verna (YC),2023,2,1,2023-02-01,현대,세단
아시아-중국,Verna (YC),2023,3,1,2023-03-01,현대,세단
아시아-중국,Verna (YC),2023,4,1,2023-04-01,현대,세단
아시아-중국,Verna (YC),2023,5,1,2023-05-01,현대,세단
아시아-중국,Verna (YC),2023,6,1,2023-06-01,현대,세단
