국가,카테고리,연도,월,날짜,브랜드,판매량
중남미,기타,2024,4,2024-04-01,현대,10386
중남미,기타,2024,5,2024-05-01,현대,10483
중남미,기타,2024,6,2024-06-01,현대,11871
중남미,기타,2024,7,2024-07-01,현대,10270
중남미,기타,2024,8,2024-08-01,현대,11975
중남미,기타,2024,9,2024-09-01,현대,12370
중남미,기타,2024,10,2024-10-01,현대,15261
중남미,기타,2024,11,2024-11-01,현대,14248
중남미,기타,2024,12,2024-12-01,현대,9420
중남미,기타,2025,1,2025-01-01,현대,5104
중남미,세단,2023,1,2023-01-01,기아,930
중남미,세단,2023,2,2023-02-01,기아,1216
중남미,세단,2023,3,2023-03-01,기아,1057
중남미,세단,2023,4,2023-04-01,기아,1286
중남미,세단,2023,5,2023-05-01,기아,950
중남미,세단,2023,6,2023-06-01,기아,1191
중남미,세단,2023,7,2023-07-01,기아,1394
중남미,세단,2023,8,2023-08-01,기아,958
중남미,세단,2023,9,2023-09-01,기아,905
중남미,세단,2023,10,2023-10-01,기아,1165
중남미,세단,2023,11,2023-11-01,기아,550
중남미,세단,2023,12,2023-12-01,기아,1285
중남미,세단,2024,1,2024-01-01,기아,1068
중남미,세단,2024,2,2024-02-01,기아,930
중남미,세단,2024,3,2024-03-01,기아,1376
중남미,세단,2024,4,2024-04-01,기아,543
중남미,세단,2024,5,2024-05-01,기아,1364
중남미,세단,2024,6,2024-06-01,기아,1061
중남미,세단,2024,7,2024-07-01,기아,894
중남미,세단,2024,8,2024-08-01,기아,1388
중남미,세단,2024,9,2024-09-01,기아,947
중남미,세단,2024,10,2024-10-01,기아,602
중남미,세단,2024,11,2024-11-01,기아,644
중남미,세단,2024,12,2024-12-01,기아,1186
중남미,세단,2025,1,2025-01-01,기아,1148
중남미,화물차,2023,1,2023-01-01,기아,1014
중남미,화물차,2023,2,2023-02-01,기아,300
중남미,화물차,2023,3,2023-03-01,기아,355
중남미,화물차,2023,4,2023-04-01,기아,253
중남미,화물차,2023,5,2023-05-01,기아,394
중남미,화물차,2023,6,2023-06-01,기아,440
중남미,화물차,2023,7,2023-07-01,기아,242
중남미,화물차,2023,8,2023-08-01,기아,276
중남미,화물차,2023,9,2023-09-01,기아,216
중남미,화물차,2023,10,2023-10-01,기아,220
중남미,화물차,2023,11,2023-11-01,기아,385
중남미,화물차,2023,12,2023-12-01,기아,274
중남미,화물차,2024,1,2024-01-01,기아,1354
중남미,화물차,2024,2,2024-02-01,기아,300
중남미,화물차,2024,3,2024-03-01,기아,155
중남미,화물차,2024,4,2024-04-01,기아,364
중남미,화물차,2024,5,2024-05-01,기아,167
중남미,화물차,2024,6,2024-06-01,기아,404
중남미,화물차,2024,7,2024-07-01,기아,340
중남미,화물차,2024,8,2024-08-01,기아,245
중남미,화물차,2024,9,2024-09-01,기아,432
중남미,화물차,2024,10,2024-10-01,기아,340
중남미,화물차,2024,11,2024-11-01,기아,272
중남미,화물차,2024,12,2024-12-01,기아,331
중남미,화물차,2025,1,2025-01-01,기아,1042
중동·아프리카,SUV,2023,1,2023-01-01,기아,10957
중동·아프리카,SUV,2023,2,2023-02-01,기아,2690
중동·아프리카,SUV,2023,3,2023-03-01,기아,2384
중동·아프리카,SUV,2023,4,2023-04-01,기아,3918
중동·아프리카,SUV,2023,5,2023-05-01,기아,2558
중동·아프리카,SUV,2023,6,2023-06-01,기아,2349
중동·아프리카,SUV,2023,7,2023-07-01,기아,4020
중동·아프리카,SUV,2023,8,2023-08-01,기아,2917
중동·아프리카,SUV,2023,9,2023-09-01,기아,3266
중동·아프리카,SUV,2023,10,2023-10-01,기아,1863
중동·아프리카,SUV,2023,11,2023-11-01,기아,3291
중동·아프리카,SUV,2023,12,2023-12-01,기아,2165
중동·아프리카,SUV,2024,1,2024-01-01,기아,9627
중동·아프리카,SUV,2024,2,2024-02-01,기아,2418
중동·아프리카,SUV,2024,3,2024-03-01,기아,2023
중동·아프리카,SUV,2024,4,2024-04-01,기아,1963
중동·아프리카,SUV,2024,5,2024-05-01,기아,2674
중동·아프리카,SUV,2024,6,2024-06-01,기아,1901
중동·아프리카,SUV,2024,7,2024-07-01,기아,2762
중동·아프리카,SUV,2024,8,2024-08-01,기아,3455
중동·아프리카,SUV,2024,9,2024-09-01,기아,1549
중동·아프리카,SUV,2024,10,2024-10-01,기아,1775
중동·아프리카,SUV,2024,11,2024-11-01,기아,1374
중동·아프리카,SUV,2024,12,2024-12-01,기아,2802
중동·아프리카,SUV,2025,1,2025-01-01,기아,12951
중동·아프리카,경차,2023,1,2023-01-01,기아,2337
중동·아프리카,경차,2023,2,2023-02-01,기아,200
중동·아프리카,경차,2023,3,2023-03-01,기아,216
중동·아프리카,경차,2023,4,2023-04-01,기아,154
중동·아프리카,경차,2023,5,2023-05-01,기아,226
중동·아프리카,경차,2023,6,2023-06-01,기아,168
중동·아프리카,경차,2023,7,2023-07-01,기아,183
중동·아프리카,경차,2023,8,2023-08-01,기아,150
중동·아프리카,경차,2023,9,2023-09-01,기아,237
중동·아프리카,경차,2023,10,2023-10-01,기아,155
중동·아프리카,경차,2023,11,2023-11-01,기아,263
중동·아프리카,경차,2023,12,2023-12-01,기아,292
중동·아프리카,경차,2024,1,2024-01-01,기아,2122
중동·아프리카,경차,2024,2,2024-02-01,기아,200
중동·아프리카,경차,2024,3,2024-03-01,기아,213
중동·아프리카,경차,2024,4,2024-04-01,기아,130
중동·아프리카,경차,2024,5,2024-05-01,기아,261
중동·아프리카,경차,2024,6,2024-06-01,기아,134
중동·아프리카,경차,2024,7,2024-07-01,기아,259
중동·아프리카,경차,2024,8,2024-08-01,기아,196
중동·아프리카,경차,2024,9,2024-09-01,기아,269
중동·아프리카,경차,2024,10,2024-10-01,기아,207
중동·아프리카,경차,2024,11,2024-11-01,기아,159
중동·아프리카,경차,2024,12,2024-12-01,기아,112
중동·아프리카,경차,2025,1,2025-01-01,기아,2121
중동·아프리카,기타,2023,1,2023-01-01,기아,2506
중동·아프리카,기타,2023,2,2023-02-01,기아,618
중동·아프리카,기타,2023,3,2023-03-01,기아,354
중동·아프리카,기타,2023,4,2023-04-01,기아,527
중동·아프리카,기타,2023,5,2023-05-01,기아,431
중동·아프리카,기타,2023,6,2023-06-01,기아,821
중동·아프리카,기타,2023,7,2023-07-01,기아,692
중동·아프리카,기타,2023,8,2023-08-01,기아,608
중동·아프리카,기타,2023,9,2023-09-01,기아,847
중동·아프리카,기타,2023,10,2023-10-01,기아,447
중동·아프리카,기타,2023,11,2023-11-01,기아,442
중동·아프리카,기타,2023,12,2023-12-01,기아,492
중동·아프리카,기타,2024,1,2024-01-01,기아,5074
중동·아프리카,기타,2024,2,2024-02-01,기아,618
중동·아프리카,기타,2024,3,2024-03-01,기아,792
중동·아프리카,기타,2024,4,2024-04-01,기아,391
중동·아프리카,기타,2024,5,2024-05-01,기아,655
중동·아프리카,기타,2024,6,2024-06-01,기아,840
중동·아프리카,기타,2024,7,2024-07-01,기아,866
중동·아프리카,기타,2024,8,2024-08-01,기아,809
중동·아프리카,기타,2024,9,2024-09-01,기아,835
중동·아프리카,기타,2024,10,2024-10-01,기아,607
중동·아프리카,기타,2024,11,2024-11-01,기아,454
중동·아프리카,기타,2024,12,2024-12-01,기아,905
중동·아프리카,기타,2025,1,2025-01-01,기아,4070
중동·아프리카,세단,2023,1,2023-01-01,기아,2183
중동·아프리카,세단,2023,2,2023-02-01,기아,110
중동·아프리카,세단,2023,3,2023-03-01,기아,56
중동·아프리카,세단,2023,4,2023-04-01,기아,149
중동·아프리카,세단,2023,5,2023-05-01,기아,129
중동·아프리카,세단,2023,6,2023-06-01,기아,58
중동·아프리카,세단,2023,7,2023-07-01,기아,80
중동·아프리카,세단,2023,8,2023-08-01,기아,102
중동·아프리카,세단,2023,9,2023-09-01,기아,57
중동·아프리카,세단,2023,10,2023-10-01,기아,146
중동·아프리카,세단,2023,11,2023-11-01,기아,90
중동·아프리카,세단,2023,12,2023-12-01,기아,89
중동·아프리카,세단,2024,1,2024-01-01,기아,1461
중동·아프리카,세단,2024,2,2024-02-01,기아,110
중동·아프리카,세단,2024,3,2024-03-01,기아,63
중동·아프리카,세단,2024,4,2024-04-01,기아,151
중동·아프리카,세단,2024,5,2024-05-01,기아,108
중동·아프리카,세단,2024,6,2024-06-01,기아,162
중동·아프리카,세단,2024,7,2024-07-01,기아,131
중동·아프리카,세단,2024,8,2024-08-01,기아,122
중동·아프리카,세단,2024,9,2024-09-01,기아,142
중동·아프리카,세단,2024,10,2024-10-01,기아,151
중동·아프리카,세단,2024,11,2024-11-01,기아,78
중동·아프리카,세단,2024,12,2024-12-01,기아,83
중동·아프리카,세단,2025,1,2025-01-01,기아,1604
중동·아프리카,화물차,2023,1,2023-01-01,기아,1763
중동·아프리카,화물차,2023,2,2023-02-01,기아,520
중동·아프리카,화물차,2023,3,2023-03-01,기아,465
중동·아프리카,화물차,2023,4,2023-04-01,기아,330
중동·아프리카,화물차,2023,5,2023-05-01,기아,424
중동·아프리카,화물차,2023,6,2023-06-01,기아,684
중동·아프리카,화물차,2023,7,2023-07-01,기아,614
중동·아프리카,화물차,2023,8,2023-08-01,기아,487
중동·아프리카,화물차,2023,9,2023-09-01,기아,593
중동·아프리카,화물차,2023,10,2023-10-01,기아,460
중동·아프리카,화물차,2023,11,2023-11-01,기아,363
중동·아프리카,화물차,2023,12,2023-12-01,기아,661
중동·아프리카,화물차,2024,1,2024-01-01,기아,2146
중동·아프리카,화물차,2024,2,2024-02-01,기아,520
중동·아프리카,화물차,2024,3,2024-03-01,기아,388
중동·아프리카,화물차,2024,4,2024-04-01,기아,538
중동·아프리카,화물차,2024,5,2024-05-01,기아,774
중동·아프리카,화물차,2024,6,2024-06-01,기아,586
중동·아프리카,화물차,2024,7,2024-07-01,기아,770
중동·아프리카,화물차,2024,8,2024-08-01,기아,489
중동·아프리카,화물차,2024,9,2024-09-01,기아,755
중동·아프리카,화물차,2024,10,2024-10-01,기아,631
중동·아프리카,화물차,2024,11,2024-11-01,기아,727
중동·아프리카,화물차,2024,12,2024-12-01,기아,588
중동·아프리카,화물차,2025,1,2025-01-01,기아,1700
