국가,카테고리,연도,월,날짜,브랜드,판매량
아시아-기타,화물차,2023,7,2023-07-01,현대,805
아시아-기타,화물차,2023,8,2023-08-01,현대,633
아시아-기타,화물차,2023,9,2023-09-01,현대,896
아시아-기타,화물차,2023,10,2023-10-01,현대,689
아시아-기타,화물차,2023,11,2023-11-01,현대,643
아시아-기타,화물차,2023,12,2023-12-01,현대,545
아시아-기타,화물차,2024,1,2024-01-01,현대,636
아시아-기타,화물차,2024,2,2024-02-01,현대,337
아시아-기타,화물차,2024,3,2024-03-01,현대,674
아시아-기타,화물차,2024,4,2024-04-01,현대,626
아시아-기타,화물차,2024,5,2024-05-01,현대,760
아시아-기타,화물차,2024,6,2024-06-01,현대,676
아시아-기타,화물차,2024,7,2024-07-01,현대,593
아시아-기타,화물차,2024,8,2024-08-01,현대,532
아시아-기타,화물차,2024,9,2024-09-01,현대,744
아시아-기타,화물차,2024,10,2024-10-01,현대,677
아시아-기타,화물차,2024,11,2024-11-01,현대,314
아시아-기타,화물차,2024,12,2024-12-01,현대,388
아시아-기타,화물차,2025,1,2025-01-01,현대,644
아시아-인도,SUV,2023,1,2023-01-01,기아,18464
아시아-인도,SUV,2023,2,2023-02-01,기아,6760
아시아-인도,SUV,2023,3,2023-03-01,기아,5358
아시아-인도,SUV,2023,4,2023-04-01,기아,9810
아시아-인도,SUV,2023,5,2023-05-01,기아,7828
아시아-인도,SUV,2023,6,2023-06-01,기아,5385
아시아-인도,SUV,2023,7,2023-07-01,기아,5516
아시아-인도,SUV,2023,8,2023-08-01,기아,4423
아시아-인도,SUV,2023,9,2023-09-01,기아,9245
아시아-인도,SUV,2023,10,2023-10-01,기아,9090
아시아-인도,SUV,2023,11,2023-11-01,기아,3506
아시아-인도,SUV,2023,12,2023-12-01,기아,8130
아시아-인도,SUV,2024,1,2024-01-01,기아,18595
아시아-인도,SUV,2024,2,2024-02-01,기아,6327
아시아-인도,SUV,2024,3,2024-03-01,기아,8250
아시아-인도,SUV,2024,4,2024-04-01,기아,3541
아시아-인도,SUV,2024,5,2024-05-01,기아,3932
아시아-인도,SUV,2024,6,2024-06-01,기아,8319
아시아-인도,SUV,2024,7,2024-07-01,기아,5400
아시아-인도,SUV,2024,8,2024-08-01,기아,6203
아시아-인도,SUV,2024,9,2024-09-01,기아,4235
아시아-인도,SUV,2024,10,2024-10-01,기아,4052
아시아-인도,SUV,2024,11,2024-11-01,기아,9423
아시아-인도,SUV,2024,12,2024-12-01,기아,8276
아시아-인도,SUV,2025,1,2025-01-01,기아,19293
아시아-인도,SUV,2023,1,2023-01-01,현대,32823
아시아-인도,SUV,2023,2,2023-02-01,현대,27797
아시아-인도,SUV,2023,3,2023-03-01,현대,32460
아시아-인도,SUV,2023,4,2023-04-01,현대,32593
아시아-인도,SUV,2023,5,2023-05-01,현대,32998
아시아-인도,SUV,2023,6,2023-06-01,현대,33880
아시아-인도,SUV,2023,7,2023-07-01,현대,32991
아시아-인도,SUV,2023,8,2023-08-01,현대,34160
아시아-인도,SUV,2023,9,2023-09-01,현대,36027
아시아-인도,SUV,2023,10,2023-10-01,현대,34955
아시아-인도,SUV,2023,11,2023-11-01,현대,33465
아시아-인도,SUV,2023,12,2023-12-01,현대,28403
아시아-인도,SUV,2024,1,2024-01-01,현대,35479
아시아-인도,SUV,2024,2,2024-02-01,현대,33390
아시아-인도,SUV,2024,3,2024-03-01,현대,36213
아시아-인도,SUV,2024,4,2024-04-01,현대,33807
아시아-인도,SUV,2024,5,2024-05-01,현대,32859
아시아-인도,SUV,2024,6,2024-06-01,현대,34136
아시아-인도,SUV,2024,7,2024-07-01,현대,32995
아시아-인도,SUV,2024,8,2024-08-01,현대,33768
아시아-인도,SUV,2024,9,2024-09-01,현대,35929
아시아-인도,SUV,2024,10,2024-10-01,현대,37921
아시아-인도,SUV,2024,11,2024-11-01,현대,33212
아시아-인도,SUV,2024,12,2024-12-01,현대,29561
아시아-인도,SUV,2025,1,2025-01-01,현대,37105
아시아-인도,경차,2023,1,2023-01-01,기아,40
아시아-인도,경차,2023,2,2023-02-01,기아,22
아시아-인도,경차,2023,3,2023-03-01,기아,24
아시아-인도,경차,2023,4,2023-04-01,기아,25
아시아-인도,경차,2023,5,2023-05-01,기아,42
아시아-인도,경차,2023,6,2023-06-01,기아,38
아시아-인도,경차,2023,7,2023-07-01,기아,25
아시아-인도,경차,2023,8,2023-08-01,기아,49
아시아-인도,경차,2023,9,2023-09-01,기아,55
아시아-인도,경차,2023,10,2023-10-01,기아,34
아시아-인도,경차,2023,11,2023-11-01,기아,30
아시아-인도,경차,2023,12,2023-12-01,기아,44
아시아-인도,경차,2024,1,2024-01-01,기아,28
아시아-인도,경차,2024,2,2024-02-01,기아,47
아시아-인도,경차,2024,3,2024-03-01,기아,34
아시아-인도,경차,2024,4,2024-04-01,기아,21
아시아-인도,경차,2024,5,2024-05-01,기아,34
아시아-인도,경차,2024,6,2024-06-01,기아,52
아시아-인도,경차,2024,7,2024-07-01,기아,59
아시아-인도,경차,2024,8,2024-08-01,기아,50
아시아-인도,경차,2024,9,2024-09-01,기아,34
아시아-인도,경차,2024,10,2024-10-01,기아,26
아시아-인도,경차,2024,11,2024-11-01,기아,42
아시아-인도,경차,2024,12,2024-12-01,기아,23
아시아-인도,경차,2025,1,2025-01-01,기아,22
아시아-인도,경차,2023,1,2023-01-01,현대,16945
아시아-인도,경차,2023,2,2023-02-01,현대,18922
아시아-인도,경차,2023,3,2023-03-01,현대,15900
아시아-인도,경차,2023,4,2023-04-01,현대,13311
아시아-인도,경차,2023,5,2023-05-01,현대,12479
아시아-인도,경차,2023,6,2023-06-01,현대,12483
아시아-인도,경차,2023,7,2023-07-01,현대,10338
아시아-인도,경차,2023,8,2023-08-01,현대,12202
아시아-인도,경차,2023,9,2023-09-01,현대,11704
아시아-인도,경차,2023,10,2023-10-01,현대,13764
아시아-인도,경차,2023,11,2023-11-01,현대,10435
아시아-인도,경차,2023,12,2023-12-01,현대,9821
아시아-인도,경차,2024,1,2024-01-01,현대,19464
아시아-인도,경차,2024,2,2024-02-01,현대,15131
아시아-인도,경차,2024,3,2024-03-01,현대,15072
아시아-인도,경차,2024,4,2024-04-01,현대,14842
아시아-인도,경차,2024,5,2024-05-01,현대,14930
아시아-인도,경차,2024,6,2024-06-01,현대,14562
아시아-인도,경차,2024,7,2024-07-01,현대,14616
아시아-인도,경차,2024,8,2024-08-01,현대,14582
아시아-인도,경차,2024,9,2024-09-01,현대,13993
아시아-인도,경차,2024,10,2024-10-01,현대,16394
아시아-인도,경차,2024,11,2024-11-01,현대,13840
아시아-인도,경차,2024,12,2024-12-01,현대,11794
아시아-인도,경차,2025,1,2025-01-01,현대,15440
아시아-인도,기타,2023,1,2023-01-01,기아,7267
아시아-인도,기타,2023,2,2023-02-01,기아,1514
아시아-인도,기타,2023,3,2023-03-01,기아,1740
아시아-인도,기타,2023,4,2023-04-01,기아,851
아시아-인도,기타,2023,5,2023-05-01,기아,1379
아시아-인도,기타,2023,6,2023-06-01,기아,1260
아시아-인도,기타,2023,7,2023-07-01,기아,1834
아시아-인도,기타,2023,8,2023-08-01,기아,860
아시아-인도,기타,2023,9,2023-09-01,기아,2171
아시아-인도,기타,2023,10,2023-10-01,기아,2187
아시아-인도,기타,2023,11,2023-11-01,기아,1399
아시아-인도,기타,2023,12,2023-12-01,기아,2259
아시아-인도,기타,2024,1,2024-01-01,기아,5951
아시아-인도,기타,2024,2,2024-02-01,기아,1514
아시아-인도,기타,2024,3,2024-03-01,기아,1587
아시아-인도,기타,2024,4,2024-04-01,기아,1146
아시아-인도,기타,2024,5,2024-05-01,기아,2014
아시아-인도,기타,2024,6,2024-06-01,기아,930
아시아-인도,기타,2024,7,2024-07-01,기아,1681
아시아-인도,기타,2024,8,2024-08-01,기아,2088
아시아-인도,기타,2024,9,2024-09-01,기아,1510
아시아-인도,기타,2024,10,2024-10-01,기아,2264
아시아-인도,기타,2024,11,2024-11-01,기아,1247
아시아-인도,기타,2024,12,2024-12-01,기아,2142
아시아-인도,기타,2025,1,2025-01-01,기아,7519
아시아-인도,세단,2023,1,2023-01-01,기아,57
아시아-인도,세단,2023,2,2023-02-01,기아,40
아시아-인도,세단,2023,3,2023-03-01,기아,78
아시아-인도,세단,2023,4,2023-04-01,기아,51
아시아-인도,세단,2023,5,2023-05-01,기아,46
아시아-인도,세단,2023,6,2023-06-01,기아,82
아시아-인도,세단,2023,7,2023-07-01,기아,33
아시아-인도,세단,2023,8,2023-08-01,기아,74
아시아-인도,세단,2023,9,2023-09-01,기아,70
아시아-인도,세단,2023,10,2023-10-01,기아,44
아시아-인도,세단,2023,11,2023-11-01,기아,56
아시아-인도,세단,2023,12,2023-12-01,기아,63
아시아-인도,세단,2024,1,2024-01-01,기아,80
아시아-인도,세단,2024,2,2024-02-01,기아,60
아시아-인도,세단,2024,3,2024-03-01,기아,28
아시아-인도,세단,2024,4,2024-04-01,기아,57
아시아-인도,세단,2024,5,2024-05-01,기아,47
아시아-인도,세단,2024,6,2024-06-01,기아,42
아시아-인도,세단,2024,7,2024-07-01,기아,40
아시아-인도,세단,2024,8,2024-08-01,기아,72
아시아-인도,세단,2024,9,2024-09-01,기아,84
아시아-인도,세단,2024,10,2024-10-01,기아,30
아시아-인도,세단,2024,11,2024-11-01,기아,81
아시아-인도,세단,2024,12,2024-12-01,기아,46
아시아-인도,세단,2025,1,2025-01-01,기아,57
아시아-인도,세단,2023,1,2023-01-01,현대,6341
아시아-인도,세단,2023,2,2023-02-01,현대,6283
아시아-인도,세단,2023,3,2023-03-01,현대,7576
아시아-인도,세단,2023,4,2023-04-01,현대,9133
아시아-인도,세단,2023,5,2023-05-01,현대,8441
아시아-인도,세단,2023,6,2023-06-01,현대,8955
아시아-인도,세단,2023,7,2023-07-01,현대,7419
아시아-인도,세단,2023,8,2023-08-01,현대,7515
아시아-인도,세단,2023,9,2023-09-01,현대,6557
아시아-인도,세단,2023,10,2023-10-01,현대,6456
아시아-인도,세단,2023,11,2023-11-01,현대,5598
아시아-인도,세단,2023,12,2023-12-01,현대,4571
아시아-인도,세단,2024,1,2024-01-01,현대,2215
아시아-인도,세단,2024,2,2024-02-01,현대,1725
아시아-인도,세단,2024,3,2024-03-01,현대,1759
아시아-인도,세단,2024,4,2024-04-01,현대,1618
아시아-인도,세단,2024,5,2024-05-01,현대,1428
아시아-인도,세단,2024,6,2024-06-01,현대,1471
아시아-인도,세단,2024,7,2024-07-01,현대,1467
아시아-인도,세단,2024,8,2024-08-01,현대,1241
아시아-인도,세단,2024,9,2024-09-01,현대,1245
아시아-인도,세단,2024,10,2024-10-01,현대,1319
아시아-인도,세단,2024,11,2024-11-01,현대,1260
아시아-인도,세단,2024,12,2024-12-01,현대,919
아시아-인도,세단,2025,1,2025-01-01,현대,1524
아시아-인도,화물차,2023,1,2023-01-01,기아,656
아시아-인도,화물차,2023,2,2023-02-01,기아,502
아시아-인도,화물차,2023,3,2023-03-01,기아,876
아시아-인도,화물차,2023,4,2023-04-01,기아,416
아시아-인도,화물차,2023,5,2023-05-01,기아,658
아시아-인도,화물차,2023,6,2023-06-01,기아,794
아시아-인도,화물차,2023,7,2023-07-01,기아,442
아시아-인도,화물차,2023,8,2023-08-01,기아,846
아시아-인도,화물차,2023,9,2023-09-01,기아,529
아시아-인도,화물차,2023,10,2023-10-01,기아,572
아시아-인도,화물차,2023,11,2023-11-01,기아,491
아시아-인도,화물차,2023,12,2023-12-01,기아,937
아시아-인도,화물차,2024,1,2024-01-01,기아,607
아시아-인도,화물차,2024,2,2024-02-01,기아,668
아시아-인도,화물차,2024,3,2024-03-01,기아,362
아시아-인도,화물차,2024,4,2024-04-01,기아,718
아시아-인도,화물차,2024,5,2024-05-01,기아,708
아시아-인도,화물차,2024,6,2024-06-01,기아,624
아시아-인도,화물차,2024,7,2024-07-01,기아,541
아시아-인도,화물차,2024,8,2024-08-01,기아,438
아시아-인도,화물차,2024,9,2024-09-01,기아,400
아시아-인도,화물차,2024,10,2024-10-01,기아,403
아시아-인도,화물차,2024,11,2024-11-01,기아,784
아시아-인도,화물차,2024,12,2024-12-01,기아,547
아시아-인도,화물차,2025,1,2025-01-01,기아,560
아시아-중국,SUV,2023,1,2023-01-01,기아,5404
아시아-중국,SUV,2023,2,2023-02-01,기아,5256
아시아-중국,SUV,2023,3,2023-03-01,기아,4631
아시아-중국,SUV,2023,4,2023-04-01,기아,3450
아시아-중국,SUV,2023,5,2023-05-01,기아,5796
아시아-중국,SUV,2023,6,2023-06-01,기아,5679
아시아-중국,SUV,2023,7,2023-07-01,기아,3642
아시아-중국,SUV,2023,8,2023-08-01,기아,7274
아시아-중국,SUV,2023,9,2023-09-01,기아,3897
아시아-중국,SUV,2023,10,2023-10-01,기아,5266
아시아-중국,SUV,2023,11,2023-11-01,기아,5233
아시아-중국,SUV,2023,12,2023-12-01,기아,5350
아시아-중국,SUV,2024,1,2024-01-01,기아,7053
아시아-중국,SUV,2024,2,2024-02-01,기아,6419
아시아-중국,SUV,2024,3,2024-03-01,기아,4585
아시아-중국,SUV,2024,4,2024-04-01,기아,5568
아시아-중국,SUV,2024,5,2024-05-01,기아,5467
아시아-중국,SUV,2024,6,2024-06-01,기아,8936
아시아-중국,SUV,2024,7,2024-07-01,기아,8622
아시아-중국,SUV,2024,8,2024-08-01,기아,8350
아시아-중국,SUV,2024,9,2024-09-01,기아,7156
아시아-중국,SUV,2024,10,2024-10-01,기아,8388
아시아-중국,SUV,2024,11,2024-11-01,기아,4531
아시아-중국,SUV,2024,12,2024-12-01,기아,7314
아시아-중국,SUV,2025,1,2025-01-01,기아,6291
아시아-중국,SUV,2023,1,2023-01-01,현대,10924
아시아-중국,SUV,2023,2,2023-02-01,현대,10856
아시아-중국,SUV,2023,3,2023-03-01,현대,14670
아시아-중국,SUV,2023,4,2023-04-01,현대,9709
아시아-중국,SUV,2023,5,2023-05-01,현대,9811
아시아-중국,SUV,2023,6,2023-06-01,현대,13147
아시아-중국,SUV,2023,7,2023-07-01,현대,8061
아시아-중국,SUV,2023,8,2023-08-01,현대,10111
아시아-중국,SUV,2023,9,2023-09-01,현대,10784
아시아-중국,SUV,2023,10,2023-10-01,현대,9215
아시아-중국,SUV,2023,11,2023-11-01,현대,10681
아시아-중국,SUV,2023,12,2023-12-01,현대,14286
아시아-중국,SUV,2024,1,2024-01-01,현대,4966
아시아-중국,SUV,2024,2,2024-02-01,현대,4355
아시아-중국,SUV,2024,3,2024-03-01,현대,4152
아시아-중국,SUV,2024,4,2024-04-01,현대,2262
아시아-중국,SUV,2024,5,2024-05-01,현대,3042
아시아-중국,SUV,2024,6,2024-06-01,현대,3446
아시아-중국,SUV,2024,7,2024-07-01,현대,2391
아시아-중국,SUV,2024,8,2024-08-01,현대,3142
아시아-중국,SUV,2024,9,2024-09-01,현대,3921
아시아-중국,SUV,2024,10,2024-10-01,현대,2497
아시아-중국,SUV,2024,11,2024-11-01,현대,4852
아시아-중국,SUV,2024,12,2024-12-01,현대,4485
아시아-중국,SUV,2025,1,2025-01-01,현대,3227
아시아-중국,경차,2023,1,2023-01-01,현대,2513
아시아-중국,경차,2023,2,2023-02-01,현대,2086
아시아-중국,경차,2023,3,2023-03-01,현대,2334
아시아-중국,경차,2023,4,2023-04-01,현대,1789
아시아-중국,경차,2023,5,2023-05-01,현대,1697
아시아-중국,경차,2023,6,2023-06-01,현대,1512
아시아-중국,경차,2023,7,2023-07-01,현대,1317
아시아-중국,경차,2023,8,2023-08-01,현대,440
아시아-중국,경차,2023,9,2023-09-01,현대,2452
아시아-중국,경차,2023,10,2023-10-01,현대,1657
아시아-중국,경차,2023,11,2023-11-01,현대,2929
아시아-중국,경차,2023,12,2023-12-01,현대,2334
아시아-중국,경차,2024,1,2024-01-01,현대,1442
아시아-중국,경차,2024,2,2024-02-01,현대,1198
아시아-중국,경차,2024,3,2024-03-01,현대,1758
아시아-중국,경차,2024,4,2024-04-01,현대,2170
아시아-중국,경차,2024,5,2024-05-01,현대,2237
아시아-중국,경차,2024,6,2024-06-01,현대,1951
아시아-중국,경차,2024,7,2024-07-01,현대,1389
아시아-중국,경차,2024,8,2024-08-01,현대,1713
아시아-중국,경차,2024,9,2024-09-01,현대,2137
아시아-중국,경차,2024,10,2024-10-01,현대,2207
아시아-중국,경차,2024,11,2024-11-01,현대,2464
아시아-중국,경차,2024,12,2024-12-01,현대,3460
아시아-중국,경차,2025,1,2025-01-01,현대,1783
아시아-중국,기타,2023,1,2023-01-01,기아,6211
아시아-중국,기타,2023,2,2023-02-01,기아,4327
아시아-중국,기타,2023,3,2023-03-01,기아,5213
아시아-중국,기타,2023,4,2023-04-01,기아,2749
아시아-중국,기타,2023,5,2023-05-01,기아,2766
아시아-중국,기타,2023,6,2023-06-01,기아,4132
아시아-중국,기타,2023,7,2023-07-01,기아,3980
아시아-중국,기타,2023,8,2023-08-01,기아,6129
아시아-중국,기타,2023,9,2023-09-01,기아,3461
아시아-중국,기타,2023,10,2023-10-01,기아,2403
아시아-중국,기타,2023,11,2023-11-01,기아,2227
아시아-중국,기타,2023,12,2023-12-01,기아,2926
아시아-중국,기타,2024,1,2024-01-01,기아,6447
아시아-중국,기타,2024,2,2024-02-01,기아,4327
아시아-중국,기타,2024,3,2024-03-01,기아,5693
아시아-중국,기타,2024,4,2024-04-01,기아,6245
아시아-중국,기타,2024,5,2024-05-01,기아,5021
아시아-중국,기타,2024,6,2024-06-01,기아,3113
아시아-중국,기타,2024,7,2024-07-01,기아,2969
아시아-중국,기타,2024,8,2024-08-01,기아,6215
아시아-중국,기타,2024,9,2024-09-01,기아,2333
아시아-중국,기타,2024,10,2024-10-01,기아,5339
아시아-중국,기타,2024,11,2024-11-01,기아,3854
아시아-중국,기타,2024,12,2024-12-01,기아,3217
아시아-중국,기타,2025,1,2025-01-01,기아,4393
아시아-중국,기타,2023,1,2023-01-01,현대,507
아시아-중국,기타,2023,2,2023-02-01,현대,543
아시아-중국,기타,2023,3,2023-03-01,현대,840
아시아-중국,기타,2023,4,2023-04-01,현대,1388
아시아-중국,기타,2023,5,2023-05-01,현대,1170
아시아-중국,기타,2023,6,2023-06-01,현대,1340
아시아-중국,기타,2023,7,2023-07-01,현대,1407
아시아-중국,기타,2023,8,2023-08-01,현대,1471
아시아-중국,기타,2023,9,2023-09-01,현대,1673
아시아-중국,기타,2023,10,2023-10-01,현대,1180
아시아-중국,기타,2023,11,2023-11-01,현대,740
아시아-중국,기타,2023,12,2023-12-01,현대,1206
아시아-중국,기타,2024,1,2024-01-01,현대,3393
아시아-중국,기타,2024,2,2024-02-01,현대,2485
아시아-중국,기타,2024,3,2024-03-01,현대,4761
아시아-중국,기타,2024,4,2024-04-01,현대,1200
아시아-중국,기타,2024,5,2024-05-01,현대,2038
아시아-중국,기타,2024,6,2024-06-01,현대,1958
아시아-중국,기타,2024,7,2024-07-01,현대,1102
아시아-중국,기타,2024,8,2024-08-01,현대,1268
아시아-중국,기타,2024,9,2024-09-01,현대,1846
아시아-중국,기타,2024,10,2024-10-01,현대,2215
아시아-중국,기타,2024,11,2024-11-01,현대,1386
아시아-중국,기타,2024,12,2024-12-01,현대,3277
아시아-중국,기타,2025,1,2025-01-01,현대,2796
아시아-중국,세단,2023,1,2023-01-01,기아,424
아시아-중국,세단,2023,2,2023-02-01,기아,345
아시아-중국,세단,2023,3,2023-03-01,기아,241
아시아-중국,세단,2023,4,2023-04-01,기아,463
아시아-중국,세단,2023,5,2023-05-01,기아,249
아시아-중국,세단,2023,6,2023-06-01,기아,507
아시아-중국,세단,2023,7,2023-07-01,기아,428
아시아-중국,세단,2023,8,2023-08-01,기아,223
아시아-중국,세단,2023,9,2023-09-01,기아,445
아시아-중국,세단,2023,10,2023-10-01,기아,226
아시아-중국,세단,2023,11,2023-11-01,기아,334
아시아-중국,세단,2023,12,2023-12-01,기아,220
아시아-중국,세단,2024,1,2024-01-01,기아,357
아시아-중국,세단,2024,2,2024-02-01,기아,307
아시아-중국,세단,2024,3,2024-03-01,기아,429
아시아-중국,세단,2024,4,2024-04-01,기아,500
아시아-중국,세단,2024,5,2024-05-01,기아,398
아시아-중국,세단,2024,6,2024-06-01,기아,440
아시아-중국,세단,2024,7,2024-07-01,기아,481
아시아-중국,세단,2024,8,2024-08-01,기아,479
아시아-중국,세단,2024,9,2024-09-01,기아,438
아시아-중국,세단,2024,10,2024-10-01,기아,360
아시아-중국,세단,2024,11,2024-11-01,기아,269
아시아-중국,세단,2024,12,2024-12-01,기아,506
아시아-중국,세단,2025,1,2025-01-01,기아,444
아시아-중국,세단,2023,1,2023-01-01,현대,6548
아시아-중국,세단,2023,2,2023-02-01,현대,8847
아시아-중국,세단,2023,3,2023-03-01,현대,14718
아시아-중국,세단,2023,4,2023-04-01,현대,7837
아시아-중국,세단,2023,5,2023-05-01,현대,10034
아시아-중국,세단,2023,6,2023-06-01,현대,11296
아시아-중국,세단,2023,7,2023-07-01,현대,5295
아시아-중국,세단,2023,8,2023-08-01,현대,10223
아시아-중국,세단,2023,9,2023-09-01,현대,10859
아시아-중국,세단,2023,10,2023-10-01,현대,9741
아시아-중국,세단,2023,11,2023-11-01,현대,11968
아시아-중국,세단,2023,12,2023-12-01,현대,14780
아시아-중국,세단,2024,1,2024-01-01,현대,7086
아시아-중국,세단,2024,2,2024-02-01,현대,6918
아시아-중국,세단,2024,3,2024-03-01,현대,13538
아시아-중국,세단,2024,4,2024-04-01,현대,7947
아시아-중국,세단,2024,5,2024-05-01,현대,9222
아시아-중국,세단,2024,6,2024-06-01,현대,7763
아시아-중국,세단,2024,7,2024-07-01,현대,2629
아시아-중국,세단,2024,8,2024-08-01,현대,3830
아시아-중국,세단,2024,9,2024-09-01,현대,4617
아시아-중국,세단,2024,10,2024-10-01,현대,3134
아시아-중국,세단,2024,11,2024-11-01,현대,3386
아시아-중국,세단,2024,12,2024-12-01,현대,4402
아시아-중국,세단,2025,1,2025-01-01,현대,6602
중남미,SUV,2023,1,2023-01-01,기아,4854
중남미,SUV,2023,2,2023-02-01,기아,1396
중남미,SUV,2023,3,2023-03-01,기아,1621
중남미,SUV,2023,4,2023-04-01,기아,1953
중남미,SUV,2023,5,2023-05-01,기아,884
중남미,SUV,2023,6,2023-06-01,기아,1465
중남미,SUV,2023,7,2023-07-01,기아,978
중남미,SUV,2023,8,2023-08-01,기아,1203
중남미,SUV,2023,9,2023-09-01,기아,962
중남미,SUV,2023,10,2023-10-01,기아,1561
중남미,SUV,2023,11,2023-11-01,기아,961
중남미,SUV,2023,12,2023-12-01,기아,1563
중남미,SUV,2024,1,2024-01-01,기아,5032
중남미,SUV,2024,2,2024-02-01,기아,2167
중남미,SUV,2024,3,2024-03-01,기아,2819
중남미,SUV,2024,4,2024-04-01,기아,2265
중남미,SUV,2024,5,2024-05-01,기아,2198
중남미,SUV,2024,6,2024-06-01,기아,1422
중남미,SUV,2024,7,2024-07-01,기아,1854
중남미,SUV,2024,8,2024-08-01,기아,3004
중남미,SUV,2024,9,2024-09-01,기아,1611
중남미,SUV,2024,10,2024-10-01,기아,2790
중남미,SUV,2024,11,2024-11-01,기아,3106
중남미,SUV,2024,12,2024-12-01,기아,3018
중남미,SUV,2025,1,2025-01-01,기아,5297
중남미,SUV,2023,1,2023-01-01,현대,4905
중남미,SUV,2023,2,2023-02-01,현대,4607
중남미,SUV,2023,3,2023-03-01,현대,5561
중남미,SUV,2023,4,2023-04-01,현대,4596
중남미,SUV,2023,5,2023-05-01,현대,4617
중남미,SUV,2023,6,2023-06-01,현대,3890
중남미,SUV,2023,7,2023-07-01,현대,6004
중남미,SUV,2023,8,2023-08-01,현대,5875
중남미,SUV,2023,9,2023-09-01,현대,4722
중남미,SUV,2023,10,2023-10-01,현대,5881
중남미,SUV,2023,11,2023-11-01,현대,7541
중남미,SUV,2023,12,2023-12-01,현대,6767
중남미,SUV,2024,1,2024-01-01,현대,4673
중남미,SUV,2024,2,2024-02-01,현대,4138
중남미,SUV,2024,3,2024-03-01,현대,4682
중남미,SUV,2024,4,2024-04-01,현대,5477
중남미,SUV,2024,5,2024-05-01,현대,5375
중남미,SUV,2024,6,2024-06-01,현대,6831
중남미,SUV,2024,7,2024-07-01,현대,6717
중남미,SUV,2024,8,2024-08-01,현대,7032
중남미,SUV,2024,9,2024-09-01,현대,4448
중남미,SUV,2024,10,2024-10-01,현대,7409
중남미,SUV,2024,11,2024-11-01,현대,7178
중남미,SUV,2024,12,2024-12-01,현대,6875
중남미,SUV,2025,1,2025-01-01,현대,4725
중남미,경차,2023,1,2023-01-01,기아,2892
중남미,경차,2023,2,2023-02-01,기아,2880
중남미,경차,2023,3,2023-03-01,기아,4272
중남미,경차,2023,4,2023-04-01,기아,1939
중남미,경차,2023,5,2023-05-01,기아,2527
중남미,경차,2023,6,2023-06-01,기아,4021
중남미,경차,2023,7,2023-07-01,기아,3633
중남미,경차,2023,8,2023-08-01,기아,1659
중남미,경차,2023,9,2023-09-01,기아,2234
중남미,경차,2023,10,2023-10-01,기아,3540
중남미,경차,2023,11,2023-11-01,기아,2972
중남미,경차,2023,12,2023-12-01,기아,2660
중남미,경차,2024,1,2024-01-01,기아,3004
중남미,경차,2024,2,2024-02-01,기아,2880
중남미,경차,2024,3,2024-03-01,기아,3797
중남미,경차,2024,4,2024-04-01,기아,1719
중남미,경차,2024,5,2024-05-01,기아,3113
중남미,경차,2024,6,2024-06-01,기아,4200
중남미,경차,2024,7,2024-07-01,기아,4030
중남미,경차,2024,8,2024-08-01,기아,2131
중남미,경차,2024,9,2024-09-01,기아,3495
중남미,경차,2024,10,2024-10-01,기아,1990
중남미,경차,2024,11,2024-11-01,기아,3455
중남미,경차,2024,12,2024-12-01,기아,2759
중남미,경차,2025,1,2025-01-01,기아,3204
중남미,기타,2023,1,2023-01-01,기아,3771
중남미,기타,2023,2,2023-02-01,기아,3360
중남미,기타,2023,3,2023-03-01,기아,3904
중남미,기타,2023,4,2023-04-01,기아,2342
중남미,기타,2023,5,2023-05-01,기아,1699
중남미,기타,2023,6,2023-06-01,기아,3051
중남미,기타,2023,7,2023-07-01,기아,3244
중남미,기타,2023,8,2023-08-01,기아,3595
중남미,기타,2023,9,2023-09-01,기아,3882
중남미,기타,2023,10,2023-10-01,기아,2529
중남미,기타,2023,11,2023-11-01,기아,2879
중남미,기타,2023,12,2023-12-01,기아,3768
중남미,기타,2024,1,2024-01-01,기아,3596
중남미,기타,2024,2,2024-02-01,기아,3360
중남미,기타,2024,3,2024-03-01,기아,2048
중남미,기타,2024,4,2024-04-01,기아,2676
중남미,기타,2024,5,2024-05-01,기아,3725
중남미,기타,2024,6,2024-06-01,기아,4009
중남미,기타,2024,7,2024-07-01,기아,5019
중남미,기타,2024,8,2024-08-01,기아,4232
중남미,기타,2024,9,2024-09-01,기아,4441
중남미,기타,2024,10,2024-10-01,기아,2158
중남미,기타,2024,11,2024-11-01,기아,2459
중남미,기타,2024,12,2024-12-01,기아,2003
중남미,기타,2025,1,2025-01-01,기아,3402
중남미,기타,2023,1,2023-01-01,현대,4221
중남미,기타,2023,2,2023-02-01,현대,6910
중남미,기타,2023,3,2023-03-01,현대,10531
중남미,기타,2023,4,2023-04-01,현대,6754
중남미,기타,2023,5,2023-05-01,현대,4688
중남미,기타,2023,6,2023-06-01,현대,13613
중남미,기타,2023,7,2023-07-01,현대,12304
중남미,기타,2023,8,2023-08-01,현대,12993
중남미,기타,2023,9,2023-09-01,현대,13221
중남미,기타,2023,10,2023-10-01,현대,11993
중남미,기타,2023,11,2023-11-01,현대,11655
중남미,기타,2023,12,2023-12-01,현대,11547
중남미,기타,2024,1,2024-01-01,현대,5752
중남미,기타,2024,2,2024-02-01,현대,6756
중남미,기타,2024,3,2024-03-01,현대,10697
