국가,차량 모델,연도,월,판매량
북미-미국,Sportage,2023,2월,574
북미-미국,Sportage,2023,2월,574
북미-미국,Sportage,2024,2월,574
북미-미국,Sportage,2025,2월,574
북미-미국,Sportage,2023,2월,574
북미-미국,Sportage,2024,2월,574
북미-미국,Sportage,2025,2월,574
북미-미국,Stinger,2024,2월,466
북미-미국,Stinger,2025,2월,466
북미-미국,Stinger,2023,2월,466
북미-미국,Stonic,2024,2월,134
북미-미국,Stonic,2025,2월,134
북미-미국,Stonic,2023,2월,134
북미-미국,Stonic,2024,2월,134
북미-미국,Stonic,2025,2월,134
북미-미국,Stonic,2023,2월,134
북미-미국,Telluride,2023,2월,6916
북미-미국,Telluride,2024,2월,6916
북미-미국,Telluride,2025,2월,6916
중동·아프리카,Bongo,2023,3월,2
중동·아프리카,Bongo,2024,3월,2
중동·아프리카,Bongo,2025,3월,2
중동·아프리카,Bongo (CKD),2023,3월,24
중동·아프리카,Bongo (CKD),2024,3월,24
중동·아프리카,Bongo (CKD),2025,3월,24
중동·아프리카,Bongo / Frontier,2024,3월,117
중동·아프리카,Bongo / Frontier,2025,3월,117
중동·아프리카,Bongo / Frontier,2023,3월,117
중동·아프리카,Bongo / Frontier,2024,3월,117
중동·아프리카,Bongo / Frontier,2025,3월,117
중동·아프리카,Bongo / Frontier,2023,3월,117
중동·아프리카,Carens MPV,2024,3월,25
중동·아프리카,Carens MPV,2025,3월,25
중동·아프리카,Carens MPV,2023,3월,25
중동·아프리카,Carens MPV,2024,3월,25
중동·아프리카,Carens MPV,2025,3월,25
중동·아프리카,Carens MPV,2023,3월,25
중동·아프리카,Carnival / Sedona,2024,3월,12
중동·아프리카,Carnival / Sedona,2025,3월,12
중동·아프리카,Carnival / Sedona,2023,3월,12
중동·아프리카,Carnival / Sedona,2024,3월,12
중동·아프리카,Carnival / Sedona,2025,3월,12
중동·아프리카,Carnival / Sedona,2023,3월,12
중동·아프리카,Cee'd,2023,3월,4
중동·아프리카,Cee'd,2024,3월,4
중동·아프리카,Cee'd,2025,3월,4
중동·아프리카,Cee'd CUV,2023,3월,1
중동·아프리카,Cee'd CUV,2024,3월,1
중동·아프리카,Cee'd CUV,2025,3월,1
중동·아프리카,EV5,2024,3월,3
중동·아프리카,EV5,2023,3월,3
중동·아프리카,EV5,2024,3월,3
중동·아프리카,EV5,2025,3월,3
중동·아프리카,EV5,2025,3월,3
중동·아프리카,EV5,2025,3월,3
중동·아프리카,EV6,2025,3월,2
중동·아프리카,EV6,2023,3월,2
중동·아프리카,EV6,2024,3월,2
중동·아프리카,EV6,2025,3월,2
중동·아프리카,EV6,2023,3월,2
중동·아프리카,EV6,2025,3월,2
중동·아프리카,EV9,2024,3월,1
중동·아프리카,EV9,2025,3월,1
중동·아프리카,EV9,2024,3월,1
중동·아프리카,EV9,2025,3월,1
중동·아프리카,EV9,2023,3월,1
중동·아프리카,EV9,2024,3월,1
중동·아프리카,EV9,2025,3월,1
중동·아프리카,K3,2024,3월,5
중동·아프리카,K3,2025,3월,5
중동·아프리카,K3,2023,3월,5
중동·아프리카,K3,2023,3월,5
중동·아프리카,K3,2024,3월,5
중동·아프리카,K3,2025,3월,5
중동·아프리카,K3,2024,3월,5
중동·아프리카,K3,2025,3월,5
중동·아프리카,K3,2023,3월,5
중동·아프리카,K3,2023,3월,5
중동·아프리카,K3,2024,3월,5
중동·아프리카,K3,2025,3월,5
중동·아프리카,K5 / Optima,2024,3월,1
중동·아프리카,K5 / Optima,2025,3월,1
중동·아프리카,K5 / Optima,2023,3월,1
중동·아프리카,K5 / Optima,2023,3월,1
중동·아프리카,K5 / Optima,2024,3월,1
중동·아프리카,K5 / Optima,2025,3월,1
중동·아프리카,K5 / Optima,2024,3월,1
중동·아프리카,K5 / Optima,2025,3월,1
중동·아프리카,K5 / Optima,2023,3월,1
중동·아프리카,"K7,8 / Cadenza",2024,3월,36
중동·아프리카,"K7,8 / Cadenza",2025,3월,36
중동·아프리카,"K7,8 / Cadenza",2023,3월,36
중동·아프리카,KX3 / Seltos,2024,3월,7
중동·아프리카,KX3 / Seltos,2025,3월,7
중동·아프리카,Millitary (CKD),2023,3월,5
중동·아프리카,Millitary (CKD),2024,3월,5
중동·아프리카,Millitary (CKD),2025,3월,5
중동·아프리카,Morning / Picanto,2024,3월,50
중동·아프리카,Morning / Picanto,2025,3월,50
중동·아프리카,Morning / Picanto,2023,3월,50
중동·아프리카,Morning / Picanto,2024,3월,50
중동·아프리카,Morning / Picanto,2025,3월,50
중동·아프리카,Morning / Picanto,2023,3월,50
중동·아프리카,Niro,2025,3월,9
중동·아프리카,Niro,2023,3월,9
중동·아프리카,Niro,2024,3월,9
중동·아프리카,Niro,2025,3월,9
중동·아프리카,Niro,2023,3월,9
중동·아프리카,Niro EV,2024,3월,3
중동·아프리카,Niro EV,2025,3월,3
중동·아프리카,Niro EV,2023,3월,3
중동·아프리카,Niro Plus,2024,3월,3
중동·아프리카,Niro Plus,2025,3월,3
중동·아프리카,Niro Plus,2023,3월,3
중동·아프리카,Niro Plus EV,2024,3월,1
중동·아프리카,Niro Plus EV,2025,3월,1
중동·아프리카,Niro Plus EV,2023,3월,1
중동·아프리카,Pegas,2024,3월,103
중동·아프리카,Pegas,2025,3월,103
중동·아프리카,Pegas,2023,3월,103
중동·아프리카,Pegas,2023,3월,103
중동·아프리카,Pegas,2024,3월,103
중동·아프리카,Pegas,2025,3월,103
중동·아프리카,Pride / Rio,2024,3월,2
중동·아프리카,Pride / Rio,2025,3월,2
중동·아프리카,Pride / Rio,2023,3월,2
중동·아프리카,Pride / Rio (SC),2023,3월,1
중동·아프리카,Pride / Rio (SC),2024,3월,1
중동·아프리카,Pride / Rio (SC),2025,3월,1
중동·아프리카,Seltos,2024,3월,138
중동·아프리카,Seltos,2025,3월,138
중동·아프리카,Seltos,2023,3월,138
중동·아프리카,Seltos,2023,3월,138
중동·아프리카,Seltos,2024,3월,138
중동·아프리카,Seltos,2025,3월,138
중동·아프리카,Seltos,2023,3월,138
중동·아프리카,Seltos,2024,3월,138
중동·아프리카,Seltos,2025,3월,138
중동·아프리카,Seltos,2023,3월,138
중동·아프리카,Sonet,2024,3월,45
중동·아프리카,Sonet,2025,3월,45
중동·아프리카,Sonet,2023,3월,45
중동·아프리카,Sonet,2023,3월,45
중동·아프리카,Sonet,2024,3월,45
중동·아프리카,Sonet,2025,3월,45
중동·아프리카,Sonet,2024,3월,45
중동·아프리카,Sonet,2025,3월,45
중동·아프리카,Sonet,2023,3월,45
중동·아프리카,Sorento,2024,3월,24
중동·아프리카,Sorento,2025,3월,24
중동·아프리카,Sorento,2023,3월,24
중동·아프리카,Sorento,2024,3월,24
중동·아프리카,Sorento,2025,3월,24
중동·아프리카,Sorento,2023,3월,24
중동·아프리카,Sorento,2023,3월,24
중동·아프리카,Sorento,2024,3월,24
중동·아프리카,Sorento,2025,3월,24
중동·아프리카,Soul,2024,3월,1
중동·아프리카,Soul,2025,3월,1
중동·아프리카,Soul,2024,3월,1
중동·아프리카,Soul,2025,3월,1
중동·아프리카,Soul,2023,3월,1
중동·아프리카,Sportage,2024,3월,116
중동·아프리카,Sportage,2025,3월,116
중동·아프리카,Sportage,2023,3월,116
중동·아프리카,Sportage,2025,3월,116
중동·아프리카,Sportage,2024,3월,116
중동·아프리카,Sportage,2025,3월,116
중동·아프리카,Sportage,2023,3월,116
중동·아프리카,Sportage,2023,3월,116
중동·아프리카,Sportage,2024,3월,116
중동·아프리카,Sportage,2025,3월,116
중동·아프리카,Sportage,2023,3월,116
중동·아프리카,Sportage,2024,3월,116
중동·아프리카,Sportage,2025,3월,116
중동·아프리카,Stinger,2024,3월,13
중동·아프리카,Stinger,2025,3월,13
중동·아프리카,Stinger,2023,3월,13
중동·아프리카,Stonic,2024,3월,19
중동·아프리카,Stonic,2025,3월,19
중동·아프리카,Stonic,2023,3월,19
중동·아프리카,Stonic,2024,3월,19
중동·아프리카,Stonic,2025,3월,19
중동·아프리카,Stonic,2023,3월,19
중동·아프리카,Telluride,2023,3월,49
중동·아프리카,Telluride,2024,3월,49
중동·아프리카,Telluride,2025,3월,49
아시아-기타,Bongo,2023,3월,2
아시아-기타,Bongo,2024,3월,2
아시아-기타,Bongo,2025,3월,2
아시아-기타,Bongo / Frontier,2024,3월,137
아시아-기타,Bongo / Frontier,2025,3월,137
아시아-기타,Bongo / Frontier,2023,3월,137
아시아-기타,Bongo / Frontier,2024,3월,137
아시아-기타,Bongo / Frontier,2025,3월,137
아시아-기타,Bongo / Frontier,2023,3월,137
아시아-기타,Bus (CKD),2023,3월,26
아시아-기타,Bus (CKD),2024,3월,26
아시아-기타,Bus (CKD),2025,3월,26
아시아-기타,Carens MPV,2024,3월,6
아시아-기타,Carens MPV,2025,3월,6
아시아-기타,Carens MPV,2023,3월,6
아시아-기타,Carens MPV,2024,3월,6
아시아-기타,Carens MPV,2025,3월,6
아시아-기타,Carens MPV,2023,3월,6
아시아-기타,Carnival / Sedona,2024,3월,433
아시아-기타,Carnival / Sedona,2025,3월,433
아시아-기타,Carnival / Sedona,2023,3월,433
아시아-기타,Carnival / Sedona,2024,3월,433
아시아-기타,Carnival / Sedona,2025,3월,433
아시아-기타,Carnival / Sedona,2023,3월,433
아시아-기타,Cee'd,2023,3월,15
아시아-기타,Cee'd,2024,3월,15
아시아-기타,Cee'd,2025,3월,15
아시아-기타,EV5,2024,3월,362
아시아-기타,EV5,2023,3월,362
아시아-기타,EV5,2024,3월,362
아시아-기타,EV5,2025,3월,362
아시아-기타,EV5,2025,3월,362
아시아-기타,EV5,2025,3월,362
아시아-기타,EV6,2025,3월,77
아시아-기타,EV6,2023,3월,77
아시아-기타,EV6,2024,3월,77
아시아-기타,EV6,2025,3월,77
아시아-기타,EV6,2023,3월,77
아시아-기타,EV6,2025,3월,77
아시아-기타,EV9,2024,3월,4
아시아-기타,EV9,2025,3월,4
아시아-기타,EV9,2024,3월,4
아시아-기타,EV9,2025,3월,4
아시아-기타,EV9,2023,3월,4
아시아-기타,EV9,2024,3월,4
아시아-기타,EV9,2025,3월,4
아시아-기타,K3,2024,3월,17
아시아-기타,K3,2025,3월,17
아시아-기타,K3,2023,3월,17
아시아-기타,K3,2023,3월,17
아시아-기타,K3,2024,3월,17
아시아-기타,K3,2025,3월,17
아시아-기타,K3,2024,3월,17
아시아-기타,K3,2025,3월,17
아시아-기타,K3,2023,3월,17
아시아-기타,K3,2023,3월,17
아시아-기타,K3,2024,3월,17
아시아-기타,K3,2025,3월,17
아시아-기타,K5 / Optima,2024,3월,2
아시아-기타,K5 / Optima,2025,3월,2
아시아-기타,K5 / Optima,2023,3월,2
아시아-기타,K5 / Optima,2023,3월,2
아시아-기타,K5 / Optima,2024,3월,2
아시아-기타,K5 / Optima,2025,3월,2
아시아-기타,K5 / Optima,2024,3월,2
아시아-기타,K5 / Optima,2025,3월,2
아시아-기타,K5 / Optima,2023,3월,2
아시아-기타,KX1,2023,3월,2
아시아-기타,KX1,2024,3월,2
아시아-기타,KX1,2025,3월,2
아시아-기타,KX3 / Seltos,2024,3월,61
아시아-기타,KX3 / Seltos,2025,3월,61
아시아-기타,Morning / Picanto,2024,3월,1
아시아-기타,Morning / Picanto,2025,3월,1
아시아-기타,Morning / Picanto,2023,3월,1
아시아-기타,Morning / Picanto,2024,3월,1
아시아-기타,Morning / Picanto,2025,3월,1
아시아-기타,Morning / Picanto,2023,3월,1
아시아-기타,Niro,2025,3월,121
아시아-기타,Niro,2023,3월,121
아시아-기타,Niro,2024,3월,121
아시아-기타,Niro,2025,3월,121
아시아-기타,Niro,2023,3월,121
아시아-기타,Niro EV,2024,3월,16
아시아-기타,Niro EV,2025,3월,16
아시아-기타,Niro EV,2023,3월,16
아시아-기타,Niro Plus,2024,3월,1
아시아-기타,Niro Plus,2025,3월,1
아시아-기타,Niro Plus,2023,3월,1
아시아-기타,Niro Plus EV,2024,3월,1
아시아-기타,Niro Plus EV,2025,3월,1
아시아-기타,Niro Plus EV,2023,3월,1
아시아-기타,Pegas,2024,3월,18
아시아-기타,Pegas,2025,3월,18
아시아-기타,Pegas,2023,3월,18
아시아-기타,Pegas,2023,3월,18
아시아-기타,Pegas,2024,3월,18
아시아-기타,Pegas,2025,3월,18
아시아-기타,Pride / Rio,2024,3월,1
아시아-기타,Pride / Rio,2025,3월,1
아시아-기타,Pride / Rio,2023,3월,1
아시아-기타,Pride / Rio (SC),2023,3월,9
아시아-기타,Pride / Rio (SC),2024,3월,9
아시아-기타,Pride / Rio (SC),2025,3월,9
아시아-기타,Seltos,2024,3월,80
아시아-기타,Seltos,2025,3월,80
아시아-기타,Seltos,2023,3월,80
아시아-기타,Seltos,2023,3월,80
아시아-기타,Seltos,2024,3월,80
아시아-기타,Seltos,2025,3월,80
아시아-기타,Seltos,2023,3월,80
아시아-기타,Seltos,2024,3월,80
아시아-기타,Seltos,2025,3월,80
아시아-기타,Seltos,2023,3월,80
아시아-기타,Sonet,2024,3월,86
아시아-기타,Sonet,2025,3월,86
아시아-기타,Sonet,2023,3월,86
아시아-기타,Sonet,2023,3월,86
아시아-기타,Sonet,2024,3월,86
아시아-기타,Sonet,2025,3월,86
아시아-기타,Sonet,2024,3월,86
아시아-기타,Sonet,2025,3월,86
아시아-기타,Sonet,2023,3월,86
아시아-기타,Sorento,2024,3월,35
아시아-기타,Sorento,2025,3월,35
아시아-기타,Sorento,2023,3월,35
아시아-기타,Sorento,2024,3월,35
아시아-기타,Sorento,2025,3월,35
아시아-기타,Sorento,2023,3월,35
아시아-기타,Sorento,2023,3월,35
아시아-기타,Sorento,2024,3월,35
아시아-기타,Sorento,2025,3월,35
아시아-기타,Soul,2024,3월,4
아시아-기타,Soul,2025,3월,4
아시아-기타,Soul,2024,3월,4
아시아-기타,Soul,2025,3월,4
아시아-기타,Soul,2023,3월,4
아시아-기타,Sportage,2024,3월,91
아시아-기타,Sportage,2025,3월,91
아시아-기타,Sportage,2023,3월,91
아시아-기타,Sportage,2025,3월,91
아시아-기타,Sportage,2024,3월,91
아시아-기타,Sportage,2025,3월,91
아시아-기타,Sportage,2023,3월,91
아시아-기타,Sportage,2023,3월,91
아시아-기타,Sportage,2024,3월,91
아시아-기타,Sportage,2025,3월,91
아시아-기타,Sportage,2023,3월,91
아시아-기타,Sportage,2024,3월,91
아시아-기타,Sportage,2025,3월,91
아시아-기타,Stinger,2024,3월,180
아시아-기타,Stinger,2025,3월,180
아시아-기타,Stinger,2023,3월,180
아시아-기타,Stonic,2024,3월,540
아시아-기타,Stonic,2025,3월,540
아시아-기타,Stonic,2023,3월,540
아시아-기타,Stonic,2024,3월,540
아시아-기타,Stonic,2025,3월,540
아시아-기타,Stonic,2023,3월,540
아시아-기타,Telluride,2023,3월,3
아시아-기타,Telluride,2024,3월,3
아시아-기타,Telluride,2025,3월,3
북미-캐나다,Carnival / Sedona,2024,3월,297
북미-캐나다,Carnival / Sedona,2025,3월,297
북미-캐나다,Carnival / Sedona,2023,3월,297
북미-캐나다,Carnival / Sedona,2024,3월,297
북미-캐나다,Carnival / Sedona,2025,3월,297
북미-캐나다,Carnival / Sedona,2023,3월,297
북미-캐나다,EV6,2025,3월,75
북미-캐나다,EV6,2023,3월,75
북미-캐나다,EV6,2024,3월,75
북미-캐나다,EV6,2025,3월,75
북미-캐나다,EV6,2023,3월,75
북미-캐나다,EV6,2025,3월,75
북미-캐나다,EV9,2024,3월,50
북미-캐나다,EV9,2025,3월,50
북미-캐나다,EV9,2024,3월,50
북미-캐나다,EV9,2025,3월,50
북미-캐나다,EV9,2023,3월,50
북미-캐나다,EV9,2024,3월,50
북미-캐나다,EV9,2025,3월,50
북미-캐나다,K3,2024,3월,5
북미-캐나다,K3,2025,3월,5
북미-캐나다,K3,2023,3월,5
북미-캐나다,K3,2023,3월,5
북미-캐나다,K3,2024,3월,5
북미-캐나다,K3,2025,3월,5
북미-캐나다,K3,2024,3월,5
북미-캐나다,K3,2025,3월,5
북미-캐나다,K3,2023,3월,5
북미-캐나다,K3,2023,3월,5
북미-캐나다,K3,2024,3월,5
북미-캐나다,K3,2025,3월,5
북미-캐나다,Niro,2025,3월,102
북미-캐나다,Niro,2023,3월,102
북미-캐나다,Niro,2024,3월,102
북미-캐나다,Niro,2025,3월,102
북미-캐나다,Niro,2023,3월,102
북미-캐나다,Niro EV,2024,3월,82
북미-캐나다,Niro EV,2025,3월,82
북미-캐나다,Niro EV,2023,3월,82
북미-캐나다,Optima / K5,2023,3월,15
북미-캐나다,Optima / K5,2024,3월,15
북미-캐나다,Optima / K5,2025,3월,15
북미-캐나다,Pride / Rio (SC),2023,3월,1
북미-캐나다,Pride / Rio (SC),2024,3월,1
북미-캐나다,Pride / Rio (SC),2025,3월,1
북미-캐나다,Seltos,2024,3월,984
북미-캐나다,Seltos,2025,3월,984
북미-캐나다,Seltos,2023,3월,984
북미-캐나다,Seltos,2023,3월,984
북미-캐나다,Seltos,2024,3월,984
북미-캐나다,Seltos,2025,3월,984
북미-캐나다,Seltos,2023,3월,984
북미-캐나다,Seltos,2024,3월,984
북미-캐나다,Seltos,2025,3월,984
북미-캐나다,Seltos,2023,3월,984
북미-캐나다,Sorento,2024,3월,22
북미-캐나다,Sorento,2025,3월,22
북미-캐나다,Sorento,2023,3월,22
북미-캐나다,Sorento,2024,3월,22
북미-캐나다,Sorento,2025,3월,22
북미-캐나다,Sorento,2023,3월,22
북미-캐나다,Sorento,2023,3월,22
북미-캐나다,Sorento,2024,3월,22
북미-캐나다,Sorento,2025,3월,22
북미-캐나다,Soul,2024,3월,132
북미-캐나다,Soul,2025,3월,132
북미-캐나다,Soul,2024,3월,132
북미-캐나다,Soul,2025,3월,132
북미-캐나다,Soul,2023,3월,132
북미-캐나다,Soul EV,2024,3월,25
북미-캐나다,Soul EV,2025,3월,25
북미-캐나다,Soul EV,2023,3월,25
북미-캐나다,Sportage,2024,3월,776
북미-캐나다,Sportage,2025,3월,776
북미-캐나다,Sportage,2023,3월,776
북미-캐나다,Sportage,2025,3월,776
북미-캐나다,Sportage,2024,3월,776
북미-캐나다,Sportage,2025,3월,776
북미-캐나다,Sportage,2023,3월,776
북미-캐나다,Sportage,2023,3월,776
북미-캐나다,Sportage,2024,3월,776
북미-캐나다,Sportage,2025,3월,776
북미-캐나다,Sportage,2023,3월,776
북미-캐나다,Sportage,2024,3월,776
북미-캐나다,Sportage,2025,3월,776
북미-캐나다,Stinger,2024,3월,7
북미-캐나다,Stinger,2025,3월,7
북미-캐나다,Stinger,2023,3월,7
북미-캐나다,Telluride,2023,3월,215
북미-캐나다,Telluride,2024,3월,215
북미-캐나다,Telluride,2025,3월,215
아시아-중국,Carnival,2023,3월,44
아시아-중국,Carnival,2024,3월,44
아시아-중국,Carnival,2025,3월,44
아시아-중국,EV5,2024,3월,103
아시아-중국,EV5,2023,3월,103
아시아-중국,EV5,2024,3월,103
아시아-중국,EV5,2025,3월,103
아시아-중국,EV5,2025,3월,103
아시아-중국,EV5,2025,3월,103
아시아-중국,EV6,2025,3월,4
아시아-중국,EV6,2023,3월,4
아시아-중국,EV6,2024,3월,4
아시아-중국,EV6,2025,3월,4
아시아-중국,EV6,2023,3월,4
아시아-중국,EV6,2025,3월,4
아시아-중국,Forte,2023,3월,1468
아시아-중국,Forte,2024,3월,1468
아시아-중국,Forte,2025,3월,1468
아시아-중국,K3,2024,3월,671
아시아-중국,K3,2025,3월,671
아시아-중국,K3,2023,3월,671
아시아-중국,K3,2023,3월,671
아시아-중국,K3,2024,3월,671
아시아-중국,K3,2025,3월,671
아시아-중국,K3,2024,3월,671
아시아-중국,K3,2025,3월,671
아시아-중국,K3,2023,3월,671
아시아-중국,K3,2023,3월,671
아시아-중국,K3,2024,3월,671
아시아-중국,K3,2025,3월,671
아시아-중국,K5 / Optima,2024,3월,115
아시아-중국,K5 / Optima,2025,3월,115
아시아-중국,K5 / Optima,2023,3월,115
아시아-중국,K5 / Optima,2023,3월,115
아시아-중국,K5 / Optima,2024,3월,115
아시아-중국,K5 / Optima,2025,3월,115
아시아-중국,K5 / Optima,2024,3월,115
아시아-중국,K5 / Optima,2025,3월,115
아시아-중국,K5 / Optima,2023,3월,115
아시아-중국,KX1,2023,3월,446
아시아-중국,KX1,2024,3월,446
아시아-중국,KX1,2025,3월,446
아시아-중국,KX3,2023,3월,970
아시아-중국,KX3 / Seltos,2024,3월,840
아시아-중국,KX3 / Seltos,2025,3월,840
아시아-중국,KX5 / Sportage,2024,3월,1446
아시아-중국,Pegas,2024,3월,5
아시아-중국,Pegas,2025,3월,5
아시아-중국,Pegas,2023,3월,5
아시아-중국,Pegas,2023,3월,5
아시아-중국,Pegas,2024,3월,5
아시아-중국,Pegas,2025,3월,5
아시아-중국,Sonet,2024,3월,19
아시아-중국,Sonet,2025,3월,19
아시아-중국,Sonet,2023,3월,19
아시아-중국,Sonet,2023,3월,19
아시아-중국,Sonet,2024,3월,19
아시아-중국,Sonet,2025,3월,19
아시아-중국,Sonet,2024,3월,19
아시아-중국,Sonet,2025,3월,19
아시아-중국,Sonet,2023,3월,19
아시아-중국,Sportage,2024,3월,855
아시아-중국,Sportage,2025,3월,855
아시아-중국,Sportage,2023,3월,855
아시아-중국,Sportage,2025,3월,855
아시아-중국,Sportage,2024,3월,855
아시아-중국,Sportage,2025,3월,855
아시아-중국,Sportage,2023,3월,855
아시아-중국,Sportage,2023,3월,855
아시아-중국,Sportage,2024,3월,855
아시아-중국,Sportage,2025,3월,855
아시아-중국,Sportage,2023,3월,855
아시아-중국,Sportage,2024,3월,855
아시아-중국,Sportage,2025,3월,855
아시아-중국,Sportage(KX5),2023,3월,252
아시아-중국,Zhipao,2023,3월,121
아시아-중국,Zhipao,2024,3월,121
아시아-중국,Zhipao,2025,3월,121
동유럽,Bongo,2023,3월,30
동유럽,Bongo,2024,3월,30
동유럽,Bongo,2025,3월,30
동유럽,Bongo / Frontier,2024,3월,8
동유럽,Bongo / Frontier,2025,3월,8
동유럽,Bongo / Frontier,2023,3월,8
동유럽,Bongo / Frontier,2024,3월,8
동유럽,Bongo / Frontier,2025,3월,8
동유럽,Bongo / Frontier,2023,3월,8
동유럽,Carens MPV,2024,3월,47
동유럽,Carens MPV,2025,3월,47
동유럽,Carens MPV,2023,3월,47
동유럽,Carens MPV,2024,3월,47
동유럽,Carens MPV,2025,3월,47
동유럽,Carens MPV,2023,3월,47
동유럽,Carnival / Sedona,2024,3월,12
동유럽,Carnival / Sedona,2025,3월,12
동유럽,Carnival / Sedona,2023,3월,12
동유럽,Carnival / Sedona,2024,3월,12
동유럽,Carnival / Sedona,2025,3월,12
동유럽,Carnival / Sedona,2023,3월,12
동유럽,Cee'd,2023,3월,120
동유럽,Cee'd,2024,3월,120
동유럽,Cee'd,2025,3월,120
동유럽,Cee'd CUV,2023,3월,62
동유럽,Cee'd CUV,2024,3월,62
동유럽,Cee'd CUV,2025,3월,62
동유럽,EV3,2024,3월,109
동유럽,EV3,2025,3월,109
동유럽,EV6,2025,3월,2
동유럽,EV6,2023,3월,2
동유럽,EV6,2024,3월,2
동유럽,EV6,2025,3월,2
동유럽,EV6,2023,3월,2
동유럽,EV6,2025,3월,2
동유럽,EV9,2024,3월,11
동유럽,EV9,2025,3월,11
동유럽,EV9,2024,3월,11
동유럽,EV9,2025,3월,11
동유럽,EV9,2023,3월,11
동유럽,EV9,2024,3월,11
동유럽,EV9,2025,3월,11
동유럽,K3,2024,3월,15
동유럽,K3,2025,3월,15
동유럽,K3,2023,3월,15
동유럽,K3,2023,3월,15
동유럽,K3,2024,3월,15
동유럽,K3,2025,3월,15
동유럽,K3,2024,3월,15
동유럽,K3,2025,3월,15
동유럽,K3,2023,3월,15
동유럽,K3,2023,3월,15
동유럽,K3,2024,3월,15
동유럽,K3,2025,3월,15
동유럽,K3 (CKD),2023,3월,125
동유럽,K5 / Optima,2024,3월,10
동유럽,K5 / Optima,2025,3월,10
동유럽,K5 / Optima,2023,3월,10
동유럽,K5 / Optima,2023,3월,10
동유럽,K5 / Optima,2024,3월,10
동유럽,K5 / Optima,2025,3월,10
동유럽,K5 / Optima,2024,3월,10
동유럽,K5 / Optima,2025,3월,10
동유럽,K5 / Optima,2023,3월,10
동유럽,"K7,8 / Cadenza",2024,3월,15
동유럽,"K7,8 / Cadenza",2025,3월,15
동유럽,"K7,8 / Cadenza",2023,3월,15
동유럽,K9,2024,3월,2
동유럽,K9,2025,3월,2
동유럽,K9,2023,3월,2
동유럽,Millitary,2023,3월,10
동유럽,Millitary,2024,3월,10
동유럽,Millitary,2025,3월,10
동유럽,Mohave / Borrego,2024,3월,16
동유럽,Mohave / Borrego,2025,3월,16
동유럽,Mohave / Borrego,2023,3월,16
동유럽,Morning / Picanto,2024,3월,68
동유럽,Morning / Picanto,2025,3월,68
동유럽,Morning / Picanto,2023,3월,68
동유럽,Morning / Picanto,2024,3월,68
동유럽,Morning / Picanto,2025,3월,68
동유럽,Morning / Picanto,2023,3월,68
동유럽,Niro,2025,3월,12
동유럽,Niro,2023,3월,12
동유럽,Niro,2024,3월,12
동유럽,Niro,2025,3월,12
동유럽,Niro,2023,3월,12
동유럽,Niro EV,2024,3월,4
동유럽,Niro EV,2025,3월,4
동유럽,Niro EV,2023,3월,4
동유럽,Pride / Rio,2024,3월,2
동유럽,Pride / Rio,2025,3월,2
동유럽,Pride / Rio,2023,3월,2
동유럽,Pride / Rio (FB),2025,3월,1
동유럽,Pride / Rio (FB),2024,3월,1
동유럽,Pride / Rio (FB),2023,3월,1
동유럽,Seltos,2024,3월,11
동유럽,Seltos,2025,3월,11
동유럽,Seltos,2023,3월,11
동유럽,Seltos,2023,3월,11
동유럽,Seltos,2024,3월,11
동유럽,Seltos,2025,3월,11
동유럽,Seltos,2023,3월,11
동유럽,Seltos,2024,3월,11
동유럽,Seltos,2025,3월,11
동유럽,Seltos,2023,3월,11
동유럽,Seltos (CKD),2023,3월,145
동유럽,Sonet,2024,3월,1150
동유럽,Sonet,2025,3월,1150
동유럽,Sonet,2023,3월,1150
동유럽,Sonet,2023,3월,1150
동유럽,Sonet,2024,3월,1150
동유럽,Sonet,2025,3월,1150
동유럽,Sonet,2024,3월,1150
동유럽,Sonet,2025,3월,1150
동유럽,Sonet,2023,3월,1150
동유럽,Sorento,2024,3월,108
동유럽,Sorento,2025,3월,108
동유럽,Sorento,2023,3월,108
동유럽,Sorento,2024,3월,108
동유럽,Sorento,2025,3월,108
동유럽,Sorento,2023,3월,108
동유럽,Sorento,2023,3월,108
동유럽,Sorento,2024,3월,108
동유럽,Sorento,2025,3월,108
동유럽,Soul,2024,3월,8
동유럽,Soul,2025,3월,8
동유럽,Soul,2024,3월,8
동유럽,Soul,2025,3월,8
동유럽,Soul,2023,3월,8
동유럽,Soul (CKD),2023,3월,41
동유럽,Sportage,2024,3월,310
동유럽,Sportage,2025,3월,310
동유럽,Sportage,2023,3월,310
동유럽,Sportage,2025,3월,310
동유럽,Sportage,2024,3월,310
동유럽,Sportage,2025,3월,310
동유럽,Sportage,2023,3월,310
동유럽,Sportage,2023,3월,310
동유럽,Sportage,2024,3월,310
동유럽,Sportage,2025,3월,310
동유럽,Sportage,2023,3월,310
동유럽,Sportage,2024,3월,310
동유럽,Sportage,2025,3월,310
동유럽,Stinger,2024,3월,2
동유럽,Stinger,2025,3월,2
동유럽,Stinger,2023,3월,2
동유럽,Stonic,2024,3월,141
동유럽,Stonic,2025,3월,141
동유럽,Stonic,2023,3월,141
동유럽,Stonic,2024,3월,141
동유럽,Stonic,2025,3월,141
동유럽,Stonic,2023,3월,141
서유럽,Cee'd,2023,3월,5441
서유럽,Cee'd,2024,3월,5441
서유럽,Cee'd,2025,3월,5441
서유럽,Cee'd CUV,2023,3월,1922
